48, 2014-09-08T20:00:00, 2014-09-08T22:00:00, 34000.0, [0. 0.],  0.0,  inf
49, 2015-07-22T15:00:00, 2015-07-22T17:00:00, 8700.0, [0. 0.],  0.0,  inf
50, 2015-08-10T00:00:00, 2015-08-10T02:00:00, 6100.0, [6764.72807334  671.02727355],  7435.8,  0.8
51, 2015-08-14T16:00:00, 2015-08-14T18:00:00, 25000.0, [   0.         2654.39426592],  2654.4,  9.4
52, 2015-08-15T13:00:00, 2015-08-15T15:00:00, 2000.0, [2374.82278984 4005.89813828],  6380.7,  0.3
53, 2015-09-14T02:00:00, 2015-09-14T04:00:00, 16000.0, [2267.78646344  419.99707825],  2687.8,  6.0
54, 2016-05-13T01:00:00, 2016-05-13T03:00:00, 25000.0, [1627.09146405 2543.2513724 ],  4170.3,  6.0
55, 2016-05-29T10:00:00, 2016-05-29T12:00:00, 85000.0, [1335.76770257   28.33538218],  1364.1,  62.3
56, 2016-07-12T01:00:00, 2016-07-12T03:00:00, 10000.0, [ 23.05672042 419.99707825],  443.1,  22.6
57, 2016-07-12T10:00:00, 2016-07-12T12:00:00, 60000.0, [2360.27707895  253.15947864],  2613.4,  23.0
58, 2017-05-19T12:00:00, 2017-05-19T13:00:00, nan, [0.],  0.0,  nan
59, 2017-05-29T18:00:00, 2017-05-29T20:00:00, 70000.0, [21875.59255814    23.05672042],  21898.6,  3.2
60, 2017-06-04T01:00:00, 2017-06-04T03:00:00, 24000.0, [419.99707825 101.85552029],  521.9,  46.0
61, 2017-06-14T21:00:00, 2017-06-14T23:00:00, 33000.0, [6571.20623094  101.85552029],  6673.1,  4.9
62, 2017-08-18T21:00:00, 2017-08-18T23:00:00, nan, [5270.31907405  419.99707825],  5690.3,  nan
63, 2018-06-11T11:00:00, 2018-06-11T12:00:00, 35000.0, [],  0.0,  inf
64, 2018-06-12T18:00:00, 2018-06-12T20:00:00, nan, [],  0.0,  nan
65, 2018-07-25T17:00:00, 2018-07-25T18:00:00, 40000.0, [],  0.0,  inf
66, 2018-08-08T18:00:00, 2018-08-08T18:00:00, 80000.0, [],  0.0,  inf
67, 2019-06-10T19:00:00, 2019-06-10T20:00:00, 2313.0, [],  0.0,  inf
68, 2019-06-10T22:00:00, 2019-06-11T00:00:00, 5584.0, [],  0.0,  inf
69, 2019-06-21T21:00:00, 2019-06-21T23:00:00, 105599.0, [],  0.0,  inf
70, 2019-07-02T00:00:00, 2019-07-02T02:00:00, 73144.0, [],  0.0,  inf
71, 2019-07-03T00:00:00, 2019-07-03T02:00:00, 4959.0, [],  0.0,  inf
72, 2019-07-15T05:00:00, 2019-07-15T06:00:00, 11400.0, [],  0.0,  inf
73, 2019-07-26T19:00:00, 2019-07-26T20:00:00, 95316.0, [],  0.0,  inf
