idx,cycle_period,storm2drought_ratio,storm_onset_month,storm_onset_day,ratio
480.0,165.0,0.4,5.0,1.0,0.9820126836527272
481.0,165.0,0.4,6.0,1.0,0.9135809381132193
482.0,165.0,0.4,7.0,1.0,0.9683187036293126
483.0,165.0,0.4,8.0,1.0,1.1354949080679841
484.0,165.0,0.4,9.0,1.0,1.1380126646052187
485.0,165.0,0.4,10.0,1.0,1.1049035075348221
486.0,165.0,0.5,2.0,1.0,0.9992457056862828
487.0,165.0,0.5,3.0,1.0,1.0503706202984961
488.0,165.0,0.5,4.0,1.0,1.090823423184333
489.0,165.0,0.5,5.0,1.0,0.8743798135002343
490.0,165.0,0.5,6.0,1.0,0.9082285406738678
491.0,165.0,0.5,7.0,1.0,0.974533512814004
492.0,165.0,0.5,8.0,1.0,1.1353771153647516
493.0,165.0,0.5,9.0,1.0,1.1375237599909078
494.0,165.0,0.5,10.0,1.0,1.0000941634954232
495.0,180.0,0.1,2.0,1.0,1.0864338960395594
496.0,180.0,0.1,3.0,1.0,1.1014379427941605
497.0,180.0,0.1,4.0,1.0,1.0881202345333654
498.0,180.0,0.1,5.0,1.0,1.130342742693884
499.0,180.0,0.1,6.0,1.0,1.0245522484118117
500.0,180.0,0.1,7.0,1.0,1.112951073037183
501.0,180.0,0.1,8.0,1.0,1.1554470202714775
502.0,180.0,0.1,9.0,1.0,1.1362188612859265
503.0,180.0,0.1,10.0,1.0,1.148364314913753
504.0,180.0,0.2,2.0,1.0,1.0567495557668123
505.0,180.0,0.2,3.0,1.0,1.057440776455639
506.0,180.0,0.2,4.0,1.0,1.0882769677864443
507.0,180.0,0.2,5.0,1.0,0.9994215982611538
508.0,180.0,0.2,6.0,1.0,0.9766387386431065
509.0,180.0,0.2,7.0,1.0,1.118502517136877
510.0,180.0,0.2,8.0,1.0,1.1425450977476228
511.0,180.0,0.2,9.0,1.0,1.1603447317420483
512.0,180.0,0.2,10.0,1.0,1.1534602147877207
513.0,180.0,0.3,2.0,1.0,1.0595514212673058
514.0,180.0,0.3,3.0,1.0,1.0374441136434698
515.0,180.0,0.3,4.0,1.0,1.0774629129353166
516.0,180.0,0.3,5.0,1.0,0.8873096576479255
517.0,180.0,0.3,6.0,1.0,0.9664359640982377
518.0,180.0,0.3,7.0,1.0,1.104164308537823
519.0,180.0,0.3,8.0,1.0,1.137486461176998
520.0,180.0,0.3,9.0,1.0,1.1404992722820742
521.0,180.0,0.3,10.0,1.0,1.1300326237374396
522.0,180.0,0.4,2.0,1.0,1.0380566340424178
523.0,180.0,0.4,3.0,1.0,1.0457436721564246
524.0,180.0,0.4,4.0,1.0,1.0332036636105644
525.0,180.0,0.4,5.0,1.0,0.8873070543715237
526.0,180.0,0.4,6.0,1.0,0.9550387199868259
527.0,180.0,0.4,7.0,1.0,1.1025421488101983
528.0,180.0,0.4,8.0,1.0,1.1356364930234157
529.0,180.0,0.4,9.0,1.0,1.137158572284396
530.0,180.0,0.4,10.0,1.0,1.0644460698056712
531.0,180.0,0.5,2.0,1.0,1.0405299126352743
532.0,180.0,0.5,3.0,1.0,1.0451191163581661
533.0,180.0,0.5,4.0,1.0,0.9258152323451526
534.0,180.0,0.5,5.0,1.0,0.8787136954587574
535.0,180.0,0.5,6.0,1.0,0.9548081393886018
536.0,180.0,0.5,7.0,1.0,1.1111971312627122
537.0,180.0,0.5,8.0,1.0,1.1354873252147424
538.0,180.0,0.5,9.0,1.0,1.136164896755184
539.0,180.0,0.5,10.0,1.0,0.9597055586910845
