Index,Continent,Catchment,Longitude-Station(-denote-West),Latitude-Station(-denote-South),Client,Network,Station,Location,Component,SPS(Hz),Min-Distance2DF-Channel(km),Sensor-Logger-type,Response-type,Manually-Start-time(UTC+0),Manually-End-time(UTC+0),Type(debris-flow=DF),Ref-Start-time4STA(UTC+0),Ref-End-time4STA(UTC+0),Start-time(UTC+0)-by-STA/LTA,End-time(UTC+0)-by-STA/LTA
122,North_American,Mount_Shasta,-122.2059,41.4293,NCEDC,NC,LMP,empty,EHZ,100.0,8.9,L-4C VERTICAL_Velocity Sensor_SERCEL,xml,2021-09-10T07:45:00,2021-09-10T14:45:00,Lahar-debris flow-outburst flood,do-not-need,do-not-need,2021-09-10T08:06:58,2021-09-10T15:06:14
123,North_American,Mount_Shasta,-122.1855,41.3907,NCEDC,GM,LST4,01,EHZ,100.0,5.3,L-22D 3D-Velocity Sensor-SERCEL,xml,2022-07-10T22:08:21,2022-07-11T03:53:25,Lahar-debris flow-outburst flood,do-not-need,do-not-need,2022-07-10T22:07:26,2022-07-11T02:09:40
124,North_American,Mount_Shasta,-122.1855,41.3907,NCEDC,GM,LST4,01,EHZ,100.0,5.3,L-22D 3D-Velocity Sensor-SERCEL,xml,2022-07-16T01:54:33,2022-07-16T08:01:46,Lahar-debris flow-outburst flood,do-not-need,do-not-need,2022-07-16T01:57:09,2022-07-16T07:02:17
125,North_American,Mount_Shasta,-122.1855,41.3907,NCEDC,GM,LST4,01,EHZ,100.0,5.3,L-22D 3D-Velocity Sensor-SERCEL,xml,2022-07-25T22:32:24,2022-07-26T08:21:42,Lahar-debris flow-outburst flood,2022-07-25T21:30:00,2022-07-26T00:00:00,2022-07-25T22:34:09,2022-07-25T23:45:00
126,North_American,Mount_Shasta,-122.1855,41.3907,NCEDC,GM,LST4,01,EHZ,100.0,5.3,L-22D 3D-Velocity Sensor-SERCEL,xml,2022-07-25T22:32:24,2022-07-26T08:21:42,Lahar-debris flow-outburst flood,2022-07-26T00:00:00,2022-07-26T04:00:00,2022-07-26T01:57:12,2022-07-26T03:07:27
127,North_American,Mount_Shasta,-122.1855,41.3907,NCEDC,GM,LST4,01,EHZ,100.0,5.3,L-22D 3D-Velocity Sensor-SERCEL,xml,2022-07-25T22:32:24,2022-07-26T08:21:42,Lahar-debris flow-outburst flood,2022-07-26T04:00:00,2022-07-26T11:00:00,2022-07-26T05:23:21,2022-07-26T09:00:00
128,North_American,Mount_Shasta,-122.1855,41.3907,NCEDC,GM,LST4,01,EHZ,100.0,5.3,L-22D 3D-Velocity Sensor-SERCEL,xml,2022-07-26T22:16:03,2022-07-27T07:10:29,Lahar-debris flow-outburst flood,do-not-need,do-not-need,2022-07-26T22:19:28,2022-07-27T02:10:26
129,North_American,Mount_Shasta,-122.1855,41.3907,NCEDC,GM,LST4,01,EHZ,100.0,5.3,L-22D 3D-Velocity Sensor-SERCEL,xml,2022-07-30T20:08:20,2022-07-30T23:58:20,Lahar-debris flow-outburst flood,2022-07-30T19:30:00,2022-07-30T21:30:00,2022-07-30T20:12:58,2022-07-30T20:50:02
130,North_American,Mount_Shasta,-122.1855,41.3907,NCEDC,GM,LST4,01,EHZ,100.0,5.3,L-22D 3D-Velocity Sensor-SERCEL,xml,2022-07-30T20:08:20,2022-07-30T23:58:20,Lahar-debris flow-outburst flood,2022-07-30T21:30:00,2022-07-31T01:30:00,2022-07-30T22:04:56,2022-07-31T00:40:00
131,North_American,Mount_Shasta,-122.1855,41.3907,NCEDC,GM,LST4,01,EHZ,100.0,5.3,L-22D 3D-Velocity Sensor-SERCEL,xml,2022-07-30T20:08:20,2022-07-30T23:58:20,Lahar-debris flow-outburst flood,2022-07-31T01:30:00,2022-07-31T03:30:00,2022-07-31T02:18:21,2022-07-31T03:00:01
132,North_American,Mount_Shasta,-122.2111,41.4401,NCEDC,GM,LST2,01,EHZ,100.0,2.5,L-22D 3D-Velocity Sensor-SERCEL,xml,2022-08-03T00:58:01,2022-08-03T06:05:17,Lahar-debris flow-outburst flood,2022-08-02T22:00:00,2022-08-03T09:00:00,2022-08-03T02:00:44,2022-08-03T05:29:42
133,North_American,Mount_Shasta,-122.1855,41.3907,NCEDC,GM,LST4,01,EHZ,100.0,5.3,L-22D 3D-Velocity Sensor-SERCEL,xml,2022-08-03T01:29:01,2022-08-03T03:23:37,Lahar-debris flow-outburst flood,2022-08-02T22:00:00,2022-08-03T06:00:00,2022-08-03T01:07:56,2022-08-03T04:22:12
134,North_American,Mount_Spurr,-152.16868,61.22594,IRIS,AV,CKN,empty,EHZ,100.0,0.9,Mark L-4,xml,2014-09-10T19:18:00,2014-09-10T20:05:05,Lahar-debris flow-outburst flood,do-not-need,do-not-need,2014-09-10T19:21:31,2014-09-10T19:59:55
135,North_American,Mount_Spurr,-152.1687,61.2259,IRIS,AV,CKN,empty,EHZ,100.0,0.9,Mark L-4,xml,2016-08-16T08:10:00,2016-08-16T08:36:49,Lahar-debris flow-outburst flood,do-not-need,do-not-need,2016-08-16T08:13:28,2016-08-16T08:34:23
136,North_American,Mount_Spurr,-152.1687,61.2259,IRIS,AV,CKN,empty,EHZ,100.0,0.9,Mark L-4,xml,2016-08-16T10:50:00,2016-08-16T11:08:22,Lahar-debris flow-outburst flood,do-not-need,do-not-need,2016-08-16T10:55:02,2016-08-16T11:14:29
137,North_American,Mount_St_Helens,-122.191,46.213,IRIS,CC,VALT,empty,BHZ,50.0,0.2,CMG-6TD_A842,xml,2014-10-22T13:07:00,2014-10-22T21:28:00,Lahar-debris flow-outburst flood,2014-10-22T12:00:00,2014-10-22T23:00:00,2014-10-22T13:13:04,2014-10-22T21:07:00
138,North_American,Mount_St_Helens,-122.21442,46.20508,IRIS,CC,VALT,empty,BHZ,50.0,0.2,CMG-6TD_A842,xml,2015-08-14T21:35:27,2015-08-14T22:11:56,Lahar-debris flow-outburst flood,2015-08-14T20:00:00,2015-08-14T23:30:00,2015-08-14T21:24:36,2015-08-14T22:55:36
139,North_American,Mount_St_Helens,-122.21442,46.20508,IRIS,CC,VALT,empty,BHZ,50.0,0.2,CMG-6TD_A842,xml,2015-09-17T23:27:00,2015-09-18T00:41:44,Lahar-debris flow-outburst flood,2015-09-17T22:00:00,2015-09-18T01:00:00,2015-09-17T23:43:58,2015-09-18T00:30:01
140,North_American,Mount_St_Helens,-122.1895,46.28,IRIS,CC,JRO,empty,HHZ,100.0,2.3,TRILLIUM COMPACT POSTHOLE,xml,2023-05-15T03:29:10,2023-05-15T04:40:04,Rock-ice-debris avalanches and slides,do-not-need,do-not-need,2023-05-15T04:54:15,2023-05-15T09:03:46
141,North_American,Oso,-121.85026,48.28663,IRIS,CC,OSO2,empty,EHZ,50.0,0.2,L-10 AR_OSO2_LOGGER_CASCADES-16S_OSO2,xml,2014-04-25T22:41:01,2014-04-25T22:41:37,Rock-debris falls,do-not-need,do-not-need,2014-04-25T22:36:26,2014-04-25T22:41:30
142,North_American,Oso,-121.85259,48.28631,IRIS,UW,JCW,empty,EHZ,100.0,11.5,L4-404=McVCO=J120D=Wrmsn-XXXX ,xml,2014-03-22T17:37:00,2014-03-22T17:44:28,Rock-ice-debris avalanches and slides,2014-03-22T17:00:00,2014-03-22T18:30:00,2014-03-22T17:32:05,2014-03-22T17:41:58
143,North_American,Mount_Joffre,-122.4511,50.3448,IRIS,CN,WSLR,empty,HHZ,50.0,41.4,Nanometrics Titan 4g/Taurus Standard 47k,xml,2019-05-13T14:39:55,2019-05-13T14:42:45,Rock-ice-debris avalanches and slides,2019-05-13T13:00:00,2019-05-13T16:00:00,2019-05-13T14:39:00,2019-05-13T14:42:00
144,North_American,Mount_Joffre,-122.4488,50.3431,IRIS,CN,WSLR,empty,HHZ,50.0,41.4,Nanometrics Titan 4g/Taurus Standard 47k,xml,2019-05-16T16:03:02,2019-05-16T16:06:06,Rock-ice-debris avalanches and slides,2019-05-16T15:00:00,2019-05-16T17:00:00,2019-05-16T16:03:00,2019-05-16T16:05:00
145,North_American,Chaos_Canyon,-105.6835,40.302,IRIS,C0,MCSU,00,HHZ,100.0,30.7,RT151B_G13302VS,xml,2022-06-28T22:33:44,2022-06-28T22:35:44,Rock-ice-debris avalanches and slides,do-not-need,do-not-need,2022-06-28T22:40:34,2022-06-28T22:50:35
146,North_American,Mount_Adams,-121.49862,46.20175,IRIS,UW,GUL,empty,EHZ,100.0,31.8,L4C-3463=McVCO=J120D=Wrmsn-XXXX,xml,2012-07-25T04:29:56,2012-07-25T04:32:18,Rock-ice-debris avalanches and slides,2012-07-25T03:45:00,2012-07-25T05:00:00,2012-07-25T04:29:00,2012-07-25T04:31:00
147,North_American,Mount_Baker,-121.86256,48.74668,IRIS,UW,MBW,empty,EHZ,100.0,5.0,L-4C VERTICAL_Velocity Sensor_SERCEL,xml,2013-05-31T09:52:00,2013-05-31T10:15:11,Rock-ice-debris avalanches and slides,do-not-need,do-not-need,2013-05-31T09:54:46,2013-05-31T10:12:16
148,South_American,Villa_Santa,-72.43125,-43.3599,IRIS,C1,LL02,empty,HHZ,100.0,50.9,CMG-5T,xml,2017-12-16T12:02:13,2017-12-16T12:07:06,Rock-ice-debris avalanches and slides,2017-12-16T11:00:00,2017-12-16T13:00:00,2017-12-16T11:43:22,2017-12-16T12:11:49
