station,timestamp [UTC+0],precipitation [mm per time_step],temperature [degree],sun radiation [W per squared m]
MVE,1979-02-01T00:00:00,116.4,-1.5,0.0
MVE,1979-03-01T00:00:00,126.9,0.4,0.0
MVE,1979-04-01T00:00:00,52.3,1.3,0.0
MVE,1979-05-01T00:00:00,48.1,7.8,0.0
MVE,1979-06-01T00:00:00,90.8,12.2,0.0
MVE,1979-07-01T00:00:00,47.8,13.7,0.0
MVE,1979-08-01T00:00:00,91.3,11.8,0.0
MVE,1979-09-01T00:00:00,48.8,10.9,0.0
MVE,1979-10-01T00:00:00,93.0,8.1,0.0
MVE,1979-11-01T00:00:00,129.6,0.8,0.0
MVE,1979-12-01T00:00:00,279.3,-0.2,0.0
MVE,1980-01-01T00:00:00,137.7,-3.7,0.0
MVE,1980-02-01T00:00:00,126.9,-0.8,0.0
MVE,1980-03-01T00:00:00,118.6,-0.3,0.0
MVE,1980-04-01T00:00:00,37.0,0.7,0.0
MVE,1980-05-01T00:00:00,92.6,6.1,0.0
MVE,1980-06-01T00:00:00,95.3,8.9,0.0
MVE,1980-07-01T00:00:00,118.2,10.9,0.0
MVE,1980-08-01T00:00:00,69.3,13.7,0.0
MVE,1980-09-01T00:00:00,32.6,11.7,0.0
MVE,1980-10-01T00:00:00,144.6,4.6,0.0
MVE,1980-11-01T00:00:00,34.9,1.3,0.0
MVE,1980-12-01T00:00:00,97.0,-3.5,0.0
MVE,1981-01-01T00:00:00,218.7,-4.8,68.0
MVE,1981-02-01T00:00:00,37.2,-3.9,118.0
MVE,1981-03-01T00:00:00,120.7,2.1,136.0
MVE,1981-04-01T00:00:00,21.8,5.6,224.0
MVE,1981-05-01T00:00:00,69.5,7.2,208.0
MVE,1981-06-01T00:00:00,38.5,11.3,253.0
MVE,1981-07-01T00:00:00,140.2,11.8,222.0
MVE,1981-08-01T00:00:00,22.6,14.0,244.0
MVE,1981-09-01T00:00:00,98.7,10.3,136.0
MVE,1981-10-01T00:00:00,180.3,5.4,93.0
MVE,1981-11-01T00:00:00,103.9,1.6,79.0
MVE,1981-12-01T00:00:00,318.9,-4.0,42.0
MVE,1982-01-01T00:00:00,122.4,-0.6,62.0
MVE,1982-02-01T00:00:00,11.1,-1.1,120.0
MVE,1982-03-01T00:00:00,128.1,-1.5,151.0
MVE,1982-04-01T00:00:00,21.6,3.2,251.0
MVE,1982-05-01T00:00:00,35.8,8.2,256.0
MVE,1982-06-01T00:00:00,85.0,12.2,237.0
MVE,1982-07-01T00:00:00,89.8,15.6,254.0
MVE,1982-08-01T00:00:00,119.1,12.4,195.0
MVE,1982-09-01T00:00:00,35.2,12.2,178.0
MVE,1982-10-01T00:00:00,148.0,5.2,110.0
MVE,1982-11-01T00:00:00,53.3,2.7,73.0
MVE,1982-12-01T00:00:00,176.6,-1.2,55.0
MVE,1983-01-01T00:00:00,126.3,0.2,61.0
MVE,1983-02-01T00:00:00,63.4,-4.6,108.0
MVE,1983-03-01T00:00:00,19.5,1.1,147.0
MVE,1983-04-01T00:00:00,96.3,3.3,170.0
MVE,1983-05-01T00:00:00,127.4,5.7,186.0
MVE,1983-06-01T00:00:00,41.0,12.2,254.0
MVE,1983-07-01T00:00:00,20.7,18.2,286.0
MVE,1983-08-01T00:00:00,50.9,13.7,216.0
MVE,1983-09-01T00:00:00,74.1,11.7,177.0
MVE,1983-10-01T00:00:00,41.8,7.0,124.0
MVE,1983-11-01T00:00:00,141.5,3.2,86.0
MVE,1983-12-01T00:00:00,60.8,-0.5,60.0
MVE,1984-01-01T00:00:00,178.3,-3.5,53.0
MVE,1984-02-01T00:00:00,209.9,-5.2,105.0
MVE,1984-03-01T00:00:00,46.0,-2.3,179.0
MVE,1984-04-01T00:00:00,12.1,2.5,232.0
MVE,1984-05-01T00:00:00,61.1,5.0,204.0
MVE,1984-06-01T00:00:00,61.4,10.6,249.0
MVE,1984-07-01T00:00:00,40.4,14.1,272.0
MVE,1984-08-01T00:00:00,77.5,12.4,210.0
MVE,1984-09-01T00:00:00,134.0,8.3,159.0
MVE,1984-10-01T00:00:00,40.9,6.7,124.0
MVE,1984-11-01T00:00:00,72.4,4.8,66.0
MVE,1984-12-01T00:00:00,29.8,-0.4,62.0
MVE,1985-01-01T00:00:00,77.3,-7.4,63.0
MVE,1985-02-01T00:00:00,104.9,-0.9,94.0
MVE,1985-03-01T00:00:00,27.0,-1.3,156.0
MVE,1985-04-01T00:00:00,94.0,3.5,209.0
MVE,1985-05-01T00:00:00,131.2,7.5,250.0
MVE,1985-06-01T00:00:00,163.8,9.9,252.0
MVE,1985-07-01T00:00:00,31.1,15.4,277.0
MVE,1985-08-01T00:00:00,84.4,13.5,239.0
MVE,1985-09-01T00:00:00,21.4,12.9,204.0
MVE,1985-10-01T00:00:00,3.9,8.6,141.0
MVE,1985-11-01T00:00:00,98.9,-2.2,66.0
MVE,1985-12-01T00:00:00,30.5,1.7,61.0
MVE,1986-01-01T00:00:00,282.6,-4.1,51.0
MVE,1986-02-01T00:00:00,31.7,-6.0,108.0
MVE,1986-03-01T00:00:00,88.3,0.3,162.0
MVE,1986-04-01T00:00:00,79.5,1.3,153.0
MVE,1986-05-01T00:00:00,73.7,10.1,239.0
MVE,1986-06-01T00:00:00,37.8,12.3,276.0
MVE,1986-07-01T00:00:00,76.9,13.8,247.0
MVE,1986-08-01T00:00:00,119.6,12.9,220.0
MVE,1986-09-01T00:00:00,31.3,11.4,182.0
MVE,1986-10-01T00:00:00,82.3,8.1,130.0
MVE,1986-11-01T00:00:00,41.3,2.9,78.0
MVE,1986-12-01T00:00:00,189.5,-1.2,54.0
MVE,1987-01-01T00:00:00,94.2,-4.5,70.0
MVE,1987-02-01T00:00:00,57.1,-1.7,92.0
MVE,1987-03-01T00:00:00,59.1,-2.6,154.0
MVE,1987-04-01T00:00:00,43.6,4.5,216.0
MVE,1987-05-01T00:00:00,71.3,5.4,210.0
MVE,1987-06-01T00:00:00,132.5,9.5,214.0
MVE,1987-07-01T00:00:00,67.0,13.8,239.0
MVE,1987-08-01T00:00:00,55.0,14.0,219.0
MVE,1987-09-01T00:00:00,42.6,13.7,179.0
MVE,1987-10-01T00:00:00,82.6,7.9,101.0
MVE,1987-11-01T00:00:00,113.0,1.4,72.0
MVE,1987-12-01T00:00:00,63.3,2.0,58.0
MVE,1988-01-01T00:00:00,109.5,-0.1,55.0
MVE,1988-02-01T00:00:00,110.4,-2.7,101.0
MVE,1988-03-01T00:00:00,244.9,-1.9,123.0
MVE,1988-04-01T00:00:00,11.2,5.1,202.0
MVE,1988-05-01T00:00:00,69.4,9.2,217.0
MVE,1988-06-01T00:00:00,40.4,10.7,224.0
MVE,1988-07-01T00:00:00,73.0,14.3,279.0
MVE,1988-08-01T00:00:00,81.6,14.4,211.0
MVE,1988-09-01T00:00:00,40.5,10.4,171.0
MVE,1988-10-01T00:00:00,131.9,8.4,99.0
MVE,1988-11-01T00:00:00,46.1,1.3,79.0
MVE,1988-12-01T00:00:00,137.1,-0.9,49.0
MVE,1989-01-01T00:00:00,7.1,1.5,88.0
MVE,1989-02-01T00:00:00,55.7,1.6,96.0
MVE,1989-03-01T00:00:00,69.6,3.6,162.0
MVE,1989-04-01T00:00:00,97.2,2.4,157.0
MVE,1989-05-01T00:00:00,43.0,9.9,270.0
MVE,1989-06-01T00:00:00,18.7,11.1,271.0
MVE,1989-07-01T00:00:00,92.0,14.6,239.0
MVE,1989-08-01T00:00:00,69.5,13.9,230.0
MVE,1989-09-01T00:00:00,15.4,10.7,159.0
MVE,1989-10-01T00:00:00,59.5,8.0,128.0
MVE,1989-11-01T00:00:00,23.4,2.6,81.0
MVE,1989-12-01T00:00:00,101.4,2.2,59.0
MVE,1990-01-01T00:00:00,39.5,0.3,80.0
MVE,1990-02-01T00:00:00,374.0,2.7,87.0
MVE,1990-03-01T00:00:00,39.2,3.1,163.0
MVE,1990-04-01T00:00:00,45.2,3.2,181.0
MVE,1990-05-01T00:00:00,51.2,10.3,246.0
MVE,1990-06-01T00:00:00,163.6,11.0,236.0
MVE,1990-07-01T00:00:00,27.8,15.0,277.0
MVE,1990-08-01T00:00:00,84.2,15.0,237.0
MVE,1990-09-01T00:00:00,85.3,10.4,172.0
MVE,1990-10-01T00:00:00,139.8,8.6,113.0
MVE,1990-11-01T00:00:00,76.3,0.7,73.0
MVE,1990-12-01T00:00:00,78.7,-3.3,61.0
MVE,1991-01-01T00:00:00,72.5,-1.0,72.0
MVE,1991-02-01T00:00:00,56.6,-3.6,115.0
MVE,1991-03-01T00:00:00,44.3,3.6,142.0
MVE,1991-04-01T00:00:00,37.0,2.6,198.0
MVE,1991-05-01T00:00:00,53.2,5.3,231.0
MVE,1991-06-01T00:00:00,122.1,10.5,234.0
MVE,1991-07-01T00:00:00,61.4,15.8,274.0
MVE,1991-08-01T00:00:00,28.1,16.5,248.0
MVE,1991-09-01T00:00:00,55.4,13.0,170.0
MVE,1991-10-01T00:00:00,45.9,5.5,117.0
MVE,1991-11-01T00:00:00,70.7,1.0,70.0
MVE,1991-12-01T00:00:00,233.3,-1.3,61.0
MVE,1992-01-01T00:00:00,14.4,-0.8,78.0
MVE,1992-02-01T00:00:00,106.0,-0.6,106.0
MVE,1992-03-01T00:00:00,120.6,1.7,138.0
MVE,1992-04-01T00:00:00,49.6,4.2,203.0
MVE,1992-05-01T00:00:00,33.9,10.5,252.0
MVE,1992-06-01T00:00:00,79.8,10.6,206.0
MVE,1992-07-01T00:00:00,66.4,14.7,251.0
MVE,1992-08-01T00:00:00,68.6,16.8,227.0
MVE,1992-09-01T00:00:00,65.5,10.7,170.0
MVE,1992-10-01T00:00:00,181.9,3.7,88.0
MVE,1992-11-01T00:00:00,214.1,3.8,58.0
MVE,1992-12-01T00:00:00,111.3,-0.3,51.0
MVE,1993-01-01T00:00:00,29.5,1.1,75.0
MVE,1993-02-01T00:00:00,45.7,-0.6,121.0
MVE,1993-03-01T00:00:00,24.3,1.0,166.0
MVE,1993-04-01T00:00:00,140.1,4.9,189.0
MVE,1993-05-01T00:00:00,62.1,9.9,241.0
MVE,1993-06-01T00:00:00,92.3,12.6,247.0
MVE,1993-07-01T00:00:00,106.1,12.9,246.0
MVE,1993-08-01T00:00:00,54.2,14.9,224.0
MVE,1993-09-01T00:00:00,138.1,9.2,144.0
MVE,1993-10-01T00:00:00,65.5,5.3,97.0
MVE,1993-11-01T00:00:00,30.1,0.3,71.0
MVE,1993-12-01T00:00:00,285.0,-0.9,47.0
MVE,1994-01-01T00:00:00,136.5,-1.7,57.0
MVE,1994-02-01T00:00:00,28.9,-1.6,101.0
MVE,1994-03-01T00:00:00,34.8,4.7,156.0
MVE,1994-04-01T00:00:00,102.8,2.2,185.0
MVE,1994-05-01T00:00:00,135.7,9.1,207.0
MVE,1994-06-01T00:00:00,76.6,12.5,269.0
MVE,1994-07-01T00:00:00,67.0,17.1,265.0
MVE,1994-08-01T00:00:00,86.7,15.5,214.0
MVE,1994-09-01T00:00:00,161.9,9.7,127.0
MVE,1994-10-01T00:00:00,59.0,6.7,111.0
MVE,1994-11-01T00:00:00,49.7,5.7,69.0
MVE,1994-12-01T00:00:00,114.3,0.9,57.0
MVE,1995-01-01T00:00:00,383.5,-4.1,61.0
MVE,1995-02-01T00:00:00,191.3,0.1,94.0
MVE,1995-03-01T00:00:00,142.6,-1.4,156.0
MVE,1995-04-01T00:00:00,43.5,4.5,196.0
MVE,1995-05-01T00:00:00,137.3,8.1,223.0
MVE,1995-06-01T00:00:00,44.1,10.3,236.0
MVE,1995-07-01T00:00:00,66.3,16.5,269.0
MVE,1995-08-01T00:00:00,120.3,13.2,209.0
MVE,1995-09-01T00:00:00,97.2,7.7,159.0
MVE,1995-10-01T00:00:00,7.0,10.1,132.0
MVE,1995-11-01T00:00:00,61.9,1.5,80.0
MVE,1995-12-01T00:00:00,93.9,-0.7,54.0
MVE,1996-01-01T00:00:00,5.4,1.0,71.0
MVE,1996-02-01T00:00:00,81.6,-4.1,101.0
MVE,1996-03-01T00:00:00,34.3,0.1,170.0
MVE,1996-04-01T00:00:00,39.9,5.2,196.0
MVE,1996-05-01T00:00:00,96.8,8.4,223.0
MVE,1996-06-01T00:00:00,33.5,13.4,272.0
MVE,1996-07-01T00:00:00,132.3,13.3,247.0
MVE,1996-08-01T00:00:00,116.2,12.5,208.0
MVE,1996-09-01T00:00:00,19.7,8.0,188.0
MVE,1996-10-01T00:00:00,70.4,6.1,106.0
MVE,1996-11-01T00:00:00,260.5,1.1,64.0
MVE,1996-12-01T00:00:00,46.5,-0.9,52.0
MVE,1997-01-01T00:00:00,38.5,0.1,70.0
MVE,1997-02-01T00:00:00,133.4,0.8,106.0
MVE,1997-03-01T00:00:00,32.3,3.8,178.0
MVE,1997-04-01T00:00:00,50.3,4.5,244.0
MVE,1997-05-01T00:00:00,91.5,9.6,249.0
MVE,1997-06-01T00:00:00,115.6,11.2,218.0
MVE,1997-07-01T00:00:00,112.0,12.5,226.0
MVE,1997-08-01T00:00:00,83.0,15.5,226.0
MVE,1997-09-01T00:00:00,63.1,12.7,203.0
MVE,1997-10-01T00:00:00,77.2,7.1,119.0
MVE,1997-11-01T00:00:00,33.1,2.6,72.0
MVE,1997-12-01T00:00:00,103.8,-1.0,51.0
MVE,1998-01-01T00:00:00,141.5,-1.3,70.0
MVE,1998-02-01T00:00:00,11.2,2.5,125.0
MVE,1998-03-01T00:00:00,42.3,1.8,160.0
MVE,1998-04-01T00:00:00,64.5,3.4,184.0
MVE,1998-05-01T00:00:00,25.8,10.2,262.0
MVE,1998-06-01T00:00:00,87.3,12.9,274.0
MVE,1998-07-01T00:00:00,52.9,15.1,246.0
MVE,1998-08-01T00:00:00,41.0,15.2,230.0
MVE,1998-09-01T00:00:00,103.0,9.9,162.0
MVE,1998-10-01T00:00:00,134.0,5.6,103.0
MVE,1998-11-01T00:00:00,75.1,-1.9,74.0
MVE,1998-12-01T00:00:00,27.5,-0.8,61.0
MVE,1999-01-01T00:00:00,160.3,-0.9,71.0
MVE,1999-02-01T00:00:00,408.1,-4.5,85.0
MVE,1999-03-01T00:00:00,74.0,1.0,160.0
MVE,1999-04-01T00:00:00,95.6,3.2,187.0
MVE,1999-05-01T00:00:00,176.7,10.3,213.0
MVE,1999-06-01T00:00:00,109.2,11.2,254.0
MVE,1999-07-01T00:00:00,60.2,14.9,268.0
MVE,1999-08-01T00:00:00,128.3,14.1,193.0
MVE,1999-09-01T00:00:00,65.6,12.5,174.0
MVE,1999-10-01T00:00:00,37.0,7.2,121.0
MVE,1999-11-01T00:00:00,59.6,-0.2,67.0
MVE,1999-12-01T00:00:00,234.0,-2.1,49.0
MVE,2000-01-01T00:00:00,58.2,-2.8,75.0
MVE,2000-02-01T00:00:00,120.6,-0.4,99.0
MVE,2000-03-01T00:00:00,56.3,1.7,168.0
MVE,2000-04-01T00:00:00,46.7,5.1,193.0
MVE,2000-05-01T00:00:00,42.7,10.7,243.0
MVE,2000-06-01T00:00:00,29.5,14.2,280.0
MVE,2000-07-01T00:00:00,97.6,12.1,232.0
MVE,2000-08-01T00:00:00,64.0,15.1,218.0
MVE,2000-09-01T00:00:00,49.9,11.8,187.0
MVE,2000-10-01T00:00:00,95.5,6.5,102.0
MVE,2000-11-01T00:00:00,69.7,1.2,60.0
MVE,2000-12-01T00:00:00,38.9,1.3,54.0
MVE,2001-01-01T00:00:00,92.5,-1.7,65.0
MVE,2001-02-01T00:00:00,48.8,-0.4,110.0
MVE,2001-03-01T00:00:00,199.1,2.7,118.0
MVE,2001-04-01T00:00:00,126.3,2.4,188.0
MVE,2001-05-01T00:00:00,33.4,11.3,256.0
MVE,2001-06-01T00:00:00,183.8,11.3,273.0
MVE,2001-07-01T00:00:00,97.2,14.3,253.0
MVE,2001-08-01T00:00:00,89.3,15.1,232.0
MVE,2001-09-01T00:00:00,70.7,7.5,156.0
MVE,2001-10-01T00:00:00,19.3,10.5,135.0
MVE,2001-11-01T00:00:00,55.6,0.8,71.0
MVE,2001-12-01T00:00:00,71.5,-3.1,61.0
MVE,2002-01-01T00:00:00,24.4,-0.7,76.0
MVE,2002-02-01T00:00:00,121.8,0.9,91.0
MVE,2002-03-01T00:00:00,76.8,3.1,170.0
MVE,2002-04-01T00:00:00,31.2,5.0,207.0
MVE,2002-05-01T00:00:00,104.0,8.1,222.0
MVE,2002-06-01T00:00:00,87.3,14.9,272.0
MVE,2002-07-01T00:00:00,83.1,13.8,245.0
MVE,2002-08-01T00:00:00,114.0,12.9,197.0
MVE,2002-09-01T00:00:00,69.6,9.1,169.0
MVE,2002-10-01T00:00:00,90.5,6.5,107.0
MVE,2002-11-01T00:00:00,205.3,2.7,55.0
MVE,2002-12-01T00:00:00,79.8,0.5,47.0
MVE,2003-01-01T00:00:00,131.8,-3.8,64.0
MVE,2003-02-01T00:00:00,71.0,-4.3,126.0
MVE,2003-03-01T00:00:00,17.2,3.6,190.0
MVE,2003-04-01T00:00:00,45.9,5.0,226.0
MVE,2003-05-01T00:00:00,56.4,10.4,242.0
MVE,2003-06-01T00:00:00,69.3,17.6,303.0
MVE,2003-07-01T00:00:00,29.9,16.2,277.0
MVE,2003-08-01T00:00:00,87.3,18.1,241.0
MVE,2003-09-01T00:00:00,24.0,11.4,194.0
MVE,2003-10-01T00:00:00,100.9,4.4,115.0
MVE,2003-11-01T00:00:00,30.8,4.1,72.0
MVE,2003-12-01T00:00:00,43.8,-0.2,60.0
MVE,2004-01-01T00:00:00,243.2,-3.0,56.0
MVE,2004-02-01T00:00:00,13.1,-0.9,111.0
MVE,2004-03-01T00:00:00,25.4,0.4,167.0
MVE,2004-04-01T00:00:00,39.2,4.4,211.0
MVE,2004-05-01T00:00:00,62.0,7.8,243.0
MVE,2004-06-01T00:00:00,76.7,12.7,261.0
MVE,2004-07-01T00:00:00,63.1,14.1,250.0
MVE,2004-08-01T00:00:00,107.3,14.4,228.0
MVE,2004-09-01T00:00:00,25.9,11.9,191.0
MVE,2004-10-01T00:00:00,57.9,8.5,108.0
MVE,2004-11-01T00:00:00,35.4,1.1,75.0
MVE,2004-12-01T00:00:00,83.1,-0.3,64.0
MVE,2005-01-01T00:00:00,101.9,-3.1,75.0
MVE,2005-02-01T00:00:00,70.4,-6.3,112.0
MVE,2005-03-01T00:00:00,22.3,1.0,176.0
MVE,2005-04-01T00:00:00,108.7,4.5,192.0
MVE,2005-05-01T00:00:00,46.0,10.0,254.0
MVE,2005-06-01T00:00:00,66.7,14.3,293.0
MVE,2005-07-01T00:00:00,79.3,14.5,251.0
MVE,2005-08-01T00:00:00,131.9,12.2,208.0
MVE,2005-09-01T00:00:00,40.4,11.5,178.0
MVE,2005-10-01T00:00:00,37.0,8.9,126.0
MVE,2005-11-01T00:00:00,18.2,1.2,80.0
MVE,2005-12-01T00:00:00,101.3,-4.5,60.0
MVE,2006-01-01T00:00:00,22.4,-2.7,80.0
MVE,2006-02-01T00:00:00,98.0,-3.0,106.0
MVE,2006-03-01T00:00:00,201.4,-1.1,147.0
MVE,2006-04-01T00:00:00,88.6,4.2,187.0
MVE,2006-05-01T00:00:00,81.5,8.9,218.0
MVE,2006-06-01T00:00:00,45.8,13.7,284.0
MVE,2006-07-01T00:00:00,56.4,18.0,280.0
MVE,2006-08-01T00:00:00,115.8,10.8,205.0
MVE,2006-09-01T00:00:00,26.9,13.6,175.0
MVE,2006-10-01T00:00:00,46.4,10.0,124.0
MVE,2006-11-01T00:00:00,40.5,4.5,83.0
MVE,2006-12-01T00:00:00,51.1,1.6,64.0
MVE,2007-01-01T00:00:00,121.9,0.7,66.0
MVE,2007-02-01T00:00:00,92.3,1.3,99.0
MVE,2007-03-01T00:00:00,110.0,1.6,167.0
MVE,2007-04-01T00:00:00,12.1,10.0,257.0
MVE,2007-05-01T00:00:00,186.7,9.5,217.0
MVE,2007-06-01T00:00:00,113.7,12.6,256.0
MVE,2007-07-01T00:00:00,176.5,13.5,246.0
MVE,2007-08-01T00:00:00,168.1,13.1,209.0
MVE,2007-09-01T00:00:00,26.9,9.4,191.0
MVE,2007-10-01T00:00:00,32.0,6.5,137.0
MVE,2007-11-01T00:00:00,36.4,0.4,82.0
MVE,2007-12-01T00:00:00,127.0,-1.5,61.0
MVE,2008-01-01T00:00:00,88.0,0.5,71.0
MVE,2008-02-01T00:00:00,15.1,1.4,129.0
MVE,2008-03-01T00:00:00,109.3,-0.3,158.0
MVE,2008-04-01T00:00:00,76.4,3.5,199.0
MVE,2008-05-01T00:00:00,24.7,10.7,249.0
MVE,2008-06-01T00:00:00,75.6,12.8,231.0
MVE,2008-07-01T00:00:00,92.0,14.0,260.0
MVE,2008-08-01T00:00:00,90.2,14.1,225.0
MVE,2008-09-01T00:00:00,65.2,9.3,171.0
MVE,2008-10-01T00:00:00,71.1,7.3,121.0
MVE,2008-11-01T00:00:00,81.6,0.7,68.0
MVE,2008-12-01T00:00:00,91.9,-1.9,54.0
MVE,2009-01-01T00:00:00,83.9,-3.4,76.0
MVE,2009-02-01T00:00:00,55.8,-3.3,110.0
MVE,2009-03-01T00:00:00,38.2,0.3,163.0
MVE,2009-04-01T00:00:00,47.3,6.5,221.0
MVE,2009-05-01T00:00:00,36.2,11.2,251.0
MVE,2009-06-01T00:00:00,53.9,12.6,287.0
MVE,2009-07-01T00:00:00,74.0,15.0,273.0
MVE,2009-08-01T00:00:00,29.6,16.5,261.0
MVE,2009-09-01T00:00:00,15.9,12.3,205.0
MVE,2009-10-01T00:00:00,27.5,6.6,128.0
MVE,2009-11-01T00:00:00,88.5,3.8,66.0
MVE,2009-12-01T00:00:00,105.7,-2.9,52.0
MVE,2010-01-01T00:00:00,23.3,-4.8,69.0
MVE,2010-02-01T00:00:00,16.2,-3.4,108.0
MVE,2010-03-01T00:00:00,36.6,0.3,159.0
MVE,2010-04-01T00:00:00,10.3,6.0,239.0
MVE,2010-05-01T00:00:00,125.4,7.5,226.0
MVE,2010-06-01T00:00:00,46.1,12.9,274.0
MVE,2010-07-01T00:00:00,56.6,16.1,276.0
MVE,2010-08-01T00:00:00,56.0,13.1,214.0
MVE,2010-09-01T00:00:00,25.2,9.8,186.0
MVE,2010-10-01T00:00:00,13.8,6.2,119.0
MVE,2010-11-01T00:00:00,50.9,1.1,73.0
MVE,2010-12-01T00:00:00,53.4,-3.8,54.0
MVE,2011-01-01T00:00:00,15.7,-1.9,85.0
MVE,2011-02-01T00:00:00,8.6,0.6,121.0
MVE,2011-03-01T00:00:00,12.0,3.3,180.0
MVE,2011-04-01T00:00:00,3.6,8.7,261.0
MVE,2011-05-01T00:00:00,45.4,11.3,272.0
MVE,2011-06-01T00:00:00,55.0,12.8,270.0
MVE,2011-07-01T00:00:00,85.3,12.4,256.0
MVE,2011-08-01T00:00:00,27.8,15.9,258.0
MVE,2011-09-01T00:00:00,48.6,13.1,198.0
MVE,2011-10-01T00:00:00,64.1,7.0,141.0
MVE,2011-11-01T00:00:00,0.3,5.4,96.0
MVE,2011-12-01T00:00:00,263.5,-0.8,44.0
MVE,2012-01-01T00:00:00,86.6,-1.9,63.0
MVE,2012-02-01T00:00:00,2.5,-6.6,128.0
MVE,2012-03-01T00:00:00,4.5,4.4,208.0
MVE,2012-04-01T00:00:00,61.9,4.5,188.0
MVE,2012-05-01T00:00:00,65.1,9.9,268.0
MVE,2012-06-01T00:00:00,60.0,14.1,264.0
MVE,2012-07-01T00:00:00,73.5,14.5,280.0
MVE,2012-08-01T00:00:00,79.5,16.1,251.0
MVE,2012-09-01T00:00:00,66.1,11.2,185.0
MVE,2012-10-01T00:00:00,61.8,7.7,117.0
MVE,2012-11-01T00:00:00,58.6,3.7,80.0
MVE,2012-12-01T00:00:00,191.3,-2.4,52.0
MVE,2013-01-01T00:00:00,35.6,-2.3,73.0
MVE,2013-02-01T00:00:00,67.9,-5.2,121.0
MVE,2013-03-01T00:00:00,33.0,0.3,157.0
MVE,2013-04-01T00:00:00,54.8,5.7,206.0
MVE,2013-05-01T00:00:00,83.4,6.4,217.0
MVE,2013-06-01T00:00:00,40.9,12.0,273.0
MVE,2013-07-01T00:00:00,52.8,16.5,292.0
MVE,2013-08-01T00:00:00,45.7,15.0,263.0
MVE,2013-09-01T00:00:00,65.0,11.6,188.0
MVE,2013-10-01T00:00:00,59.5,8.8,113.0
MVE,2013-11-01T00:00:00,104.0,0.2,68.0
MVE,2013-12-01T00:00:00,22.8,1.0,70.0
MVE,2014-01-01T00:00:00,37.6,0.2,64.0
MVE,2014-02-01T00:00:00,85.2,-0.5,98.0
MVE,2014-03-01T00:00:00,12.5,3.5,192.0
MVE,2014-04-01T00:00:00,61.1,6.8,221.0
MVE,2014-05-01T00:00:00,45.2,8.0,246.0
MVE,2014-06-01T00:00:00,27.2,13.7,280.0
MVE,2014-07-01T00:00:00,140.7,13.2,210.0
MVE,2014-08-01T00:00:00,116.4,12.4,223.0
MVE,2014-09-01T00:00:00,18.8,11.7,194.0
MVE,2014-10-01T00:00:00,43.6,9.2,132.0
MVE,2014-11-01T00:00:00,56.4,5.8,76.0
MVE,2014-12-01T00:00:00,52.4,-0.3,55.0
MVE,2015-01-01T00:00:00,66.8,-1.2,64.0
MVE,2015-02-01T00:00:00,16.6,-2.7,110.0
MVE,2015-03-01T00:00:00,92.9,2.6,159.0
MVE,2015-04-01T00:00:00,32.8,6.5,237.0
MVE,2015-05-01T00:00:00,163.4,9.7,255.0
MVE,2015-06-01T00:00:00,54.0,14.3,280.0
MVE,2015-07-01T00:00:00,54.7,18.3,307.0
MVE,2015-08-01T00:00:00,94.5,15.8,230.0
MVE,2015-09-01T00:00:00,35.8,9.5,186.0
MVE,2015-10-01T00:00:00,38.1,6.6,123.0
MVE,2015-11-01T00:00:00,89.3,4.6,91.0
MVE,2015-12-01T00:00:00,5.5,3.7,73.0
MVE,2016-01-01T00:00:00,161.7,-1.3,62.0
MVE,2016-02-01T00:00:00,103.7,-0.4,87.0
MVE,2016-03-01T00:00:00,27.5,0.4,180.0
MVE,2016-04-01T00:00:00,67.2,5.4,203.0
MVE,2016-05-01T00:00:00,105.6,8.3,244.0
MVE,2016-06-01T00:00:00,77.4,12.2,251.0
MVE,2016-07-01T00:00:00,47.3,15.5,290.0
MVE,2016-08-01T00:00:00,59.5,15.4,261.0
MVE,2016-09-01T00:00:00,37.5,13.0,194.0
MVE,2016-10-01T00:00:00,41.4,5.9,125.0
MVE,2016-11-01T00:00:00,97.2,2.0,72.0
MVE,2016-12-01T00:00:00,0.1,2.1,80.0
MVE,2017-01-01T00:00:00,44.1,-3.9,74.0
MVE,2017-02-01T00:00:00,34.6,1.6,114.0
MVE,2017-03-01T00:00:00,108.1,4.6,165.0
MVE,2017-04-01T00:00:00,35.7,5.5,248.0
MVE,2017-05-01T00:00:00,73.5,10.2,261.0
MVE,2017-06-01T00:00:00,69.8,15.6,292.0
MVE,2017-07-01T00:00:00,65.2,15.7,269.0
MVE,2017-08-01T00:00:00,86.5,16.1,239.0
MVE,2017-09-01T00:00:00,24.2,9.1,186.0
MVE,2017-10-01T00:00:00,22.2,8.4,135.0
MVE,2017-11-01T00:00:00,78.4,0.7,71.0
MVE,2017-12-01T00:00:00,140.1,-3.1,55.0
MVE,2018-01-01T00:00:00,256.3,0.4,63.0
MVE,2018-02-01T00:00:00,42.1,-4.8,102.0
MVE,2018-03-01T00:00:00,46.3,0.3,143.0
MVE,2018-04-01T00:00:00,25.5,8.4,249.0
MVE,2018-05-01T00:00:00,83.2,10.5,238.0
MVE,2018-06-01T00:00:00,24.4,14.3,307.0
MVE,2018-07-01T00:00:00,31.2,17.0,304.0
MVE,2018-08-01T00:00:00,54.0,16.1,259.0
MVE,2018-09-01T00:00:00,30.9,13.6,212.0
MVE,2018-10-01T00:00:00,47.3,9.1,142.0
