station,timestamp [UTC+0],precipitation [mm per Hourly],temperature [degree],sun radiation [W per squared m]
MVE,2017-01-01T00:00:00,0.0,-1.8,1
MVE,2017-01-01T01:00:00,0.0,-1.3,1
MVE,2017-01-01T02:00:00,0.0,-0.9,1
MVE,2017-01-01T03:00:00,0.0,-2.1,1
MVE,2017-01-01T04:00:00,0.0,-2.3,1
MVE,2017-01-01T05:00:00,0.0,-1.8,1
MVE,2017-01-01T06:00:00,0.0,-1.6,1
MVE,2017-01-01T07:00:00,0.0,-2.0,4
MVE,2017-01-01T08:00:00,0.0,0.2,74
MVE,2017-01-01T09:00:00,0.0,2.9,240
MVE,2017-01-01T10:00:00,0.0,4.3,346
MVE,2017-01-01T11:00:00,0.0,5.4,403
MVE,2017-01-01T12:00:00,0.0,6.1,390
MVE,2017-01-01T13:00:00,0.0,6.0,328
MVE,2017-01-01T14:00:00,0.0,5.7,220
MVE,2017-01-01T15:00:00,0.0,4.3,87
MVE,2017-01-01T16:00:00,0.0,0.9,6
MVE,2017-01-01T17:00:00,0.0,-0.5,1
MVE,2017-01-01T18:00:00,0.0,-1.0,1
MVE,2017-01-01T19:00:00,0.0,-1.4,1
MVE,2017-01-01T20:00:00,0.0,-2.0,1
MVE,2017-01-01T21:00:00,0.0,-2.0,1
MVE,2017-01-01T22:00:00,0.0,-2.2,1
MVE,2017-01-01T23:00:00,0.0,-1.7,1
MVE,2017-01-02T00:00:00,0.0,-3.0,1
MVE,2017-01-02T01:00:00,0.0,-2.1,1
MVE,2017-01-02T02:00:00,0.0,-3.1,1
MVE,2017-01-02T03:00:00,0.0,-2.7,1
MVE,2017-01-02T04:00:00,0.0,-2.2,1
MVE,2017-01-02T05:00:00,0.0,-3.3,1
MVE,2017-01-02T06:00:00,0.0,-3.6,0
MVE,2017-01-02T07:00:00,0.0,-3.4,4
MVE,2017-01-02T08:00:00,0.0,-1.0,75
MVE,2017-01-02T09:00:00,0.0,1.6,219
MVE,2017-01-02T10:00:00,0.0,2.0,357
MVE,2017-01-02T11:00:00,0.0,2.4,389
MVE,2017-01-02T12:00:00,0.0,2.4,386
MVE,2017-01-02T13:00:00,0.0,0.6,238
MVE,2017-01-02T14:00:00,0.0,0.8,119
MVE,2017-01-02T15:00:00,0.0,0.2,44
MVE,2017-01-02T16:00:00,0.0,-1.7,3
MVE,2017-01-02T17:00:00,0.0,-3.2,1
MVE,2017-01-02T18:00:00,0.0,-3.6,1
MVE,2017-01-02T19:00:00,0.0,-3.1,1
MVE,2017-01-02T20:00:00,0.0,-2.8,1
MVE,2017-01-02T21:00:00,0.0,-2.1,1
MVE,2017-01-02T22:00:00,0.0,-2.2,1
MVE,2017-01-02T23:00:00,0.0,-2.5,1
MVE,2017-01-03T00:00:00,0.0,-2.0,1
MVE,2017-01-03T01:00:00,0.0,-1.7,1
MVE,2017-01-03T02:00:00,0.0,-1.6,1
MVE,2017-01-03T03:00:00,0.0,-2.2,1
MVE,2017-01-03T04:00:00,0.0,-2.9,1
MVE,2017-01-03T05:00:00,0.0,-3.8,0
MVE,2017-01-03T06:00:00,0.0,-4.4,0
MVE,2017-01-03T07:00:00,0.0,-5.1,4
MVE,2017-01-03T08:00:00,0.0,-5.4,33
MVE,2017-01-03T09:00:00,0.0,-5.1,78
MVE,2017-01-03T10:00:00,0.0,-3.8,247
MVE,2017-01-03T11:00:00,0.0,-4.0,173
MVE,2017-01-03T12:00:00,0.0,-3.6,249
MVE,2017-01-03T13:00:00,0.0,-3.1,199
MVE,2017-01-03T14:00:00,0.0,-3.1,160
MVE,2017-01-03T15:00:00,0.0,-3.0,84
MVE,2017-01-03T16:00:00,0.0,-4.1,4
MVE,2017-01-03T17:00:00,0.0,-5.2,0
MVE,2017-01-03T18:00:00,0.0,-5.4,0
MVE,2017-01-03T19:00:00,0.0,-5.6,0
MVE,2017-01-03T20:00:00,0.0,-5.8,0
MVE,2017-01-03T21:00:00,0.0,-5.9,0
MVE,2017-01-03T22:00:00,0.0,-6.5,0
MVE,2017-01-03T23:00:00,0.0,-6.5,0
MVE,2017-01-04T00:00:00,0.0,-6.4,0
MVE,2017-01-04T01:00:00,0.0,-5.5,1
MVE,2017-01-04T02:00:00,0.0,-5.7,0
MVE,2017-01-04T03:00:00,0.0,-5.9,0
MVE,2017-01-04T04:00:00,0.0,-5.5,0
MVE,2017-01-04T05:00:00,0.0,-4.7,0
MVE,2017-01-04T06:00:00,0.0,-4.2,1
MVE,2017-01-04T07:00:00,0.0,-4.8,2
MVE,2017-01-04T08:00:00,0.0,-3.5,27
MVE,2017-01-04T09:00:00,0.0,-2.5,75
MVE,2017-01-04T10:00:00,0.0,-3.2,153
MVE,2017-01-04T11:00:00,0.0,-2.1,169
MVE,2017-01-04T12:00:00,0.0,-2.3,137
MVE,2017-01-04T13:00:00,0.0,-2.2,84
MVE,2017-01-04T14:00:00,0.0,-1.9,54
MVE,2017-01-04T15:00:00,0.0,-3.2,22
MVE,2017-01-04T16:00:00,0.0,-3.4,2
MVE,2017-01-04T17:00:00,0.0,-2.6,1
MVE,2017-01-04T18:00:00,0.0,-3.3,1
MVE,2017-01-04T19:00:00,0.0,-3.4,1
MVE,2017-01-04T20:00:00,0.0,-3.8,1
MVE,2017-01-04T21:00:00,0.0,-4.2,0
MVE,2017-01-04T22:00:00,0.1,-4.4,0
MVE,2017-01-04T23:00:00,0.1,-4.9,0
MVE,2017-01-05T00:00:00,0.1,-5.3,0
MVE,2017-01-05T01:00:00,0.1,-5.6,0
MVE,2017-01-05T02:00:00,0.1,-6.0,0
MVE,2017-01-05T03:00:00,0.0,-6.1,0
MVE,2017-01-05T04:00:00,0.1,-6.2,0
MVE,2017-01-05T05:00:00,0.0,-6.5,0
MVE,2017-01-05T06:00:00,0.0,-6.6,0
MVE,2017-01-05T07:00:00,0.2,-6.4,1
MVE,2017-01-05T08:00:00,0.1,-6.7,14
MVE,2017-01-05T09:00:00,0.3,-7.1,59
MVE,2017-01-05T10:00:00,0.0,-7.0,114
MVE,2017-01-05T11:00:00,0.0,-6.8,95
MVE,2017-01-05T12:00:00,0.0,-6.4,103
MVE,2017-01-05T13:00:00,0.0,-6.3,74
MVE,2017-01-05T14:00:00,0.0,-5.9,95
MVE,2017-01-05T15:00:00,0.1,-6.3,34
MVE,2017-01-05T16:00:00,0.0,-6.5,2
MVE,2017-01-05T17:00:00,0.0,-6.6,0
MVE,2017-01-05T18:00:00,0.0,-7.0,0
MVE,2017-01-05T19:00:00,0.0,-7.8,0
MVE,2017-01-05T20:00:00,0.0,-7.6,0
MVE,2017-01-05T21:00:00,0.0,-8.0,0
MVE,2017-01-05T22:00:00,0.0,-9.2,0
MVE,2017-01-05T23:00:00,0.0,-9.7,0
MVE,2017-01-06T00:00:00,0.0,-10.0,0
MVE,2017-01-06T01:00:00,0.0,-9.8,0
MVE,2017-01-06T02:00:00,0.0,-10.9,0
MVE,2017-01-06T03:00:00,0.0,-11.3,0
MVE,2017-01-06T04:00:00,0.0,-12.0,0
MVE,2017-01-06T05:00:00,0.0,-12.6,0
MVE,2017-01-06T06:00:00,0.0,-12.9,0
MVE,2017-01-06T07:00:00,0.0,-13.6,3
MVE,2017-01-06T08:00:00,0.0,-12.4,28
MVE,2017-01-06T09:00:00,0.0,-10.8,136
MVE,2017-01-06T10:00:00,0.0,-9.8,297
MVE,2017-01-06T11:00:00,0.0,-9.7,176
MVE,2017-01-06T12:00:00,0.0,-8.4,334
MVE,2017-01-06T13:00:00,0.0,-7.8,416
MVE,2017-01-06T14:00:00,0.0,-8.2,230
MVE,2017-01-06T15:00:00,0.0,-8.5,95
MVE,2017-01-06T16:00:00,0.0,-9.8,5
MVE,2017-01-06T17:00:00,0.0,-11.2,0
MVE,2017-01-06T18:00:00,0.0,-11.4,0
MVE,2017-01-06T19:00:00,0.0,-11.9,0
MVE,2017-01-06T20:00:00,0.0,-11.8,0
MVE,2017-01-06T21:00:00,0.0,-12.6,0
MVE,2017-01-06T22:00:00,0.0,-12.1,0
MVE,2017-01-06T23:00:00,0.0,-12.5,0
MVE,2017-01-07T00:00:00,0.0,-12.2,0
MVE,2017-01-07T01:00:00,0.0,-12.0,0
MVE,2017-01-07T02:00:00,0.0,-12.1,0
MVE,2017-01-07T03:00:00,0.0,-12.3,0
MVE,2017-01-07T04:00:00,0.0,-12.3,0
MVE,2017-01-07T05:00:00,0.0,-11.3,0
MVE,2017-01-07T06:00:00,0.0,-10.8,0
MVE,2017-01-07T07:00:00,0.0,-10.8,3
MVE,2017-01-07T08:00:00,0.0,-9.0,85
MVE,2017-01-07T09:00:00,0.0,-6.1,262
MVE,2017-01-07T10:00:00,0.0,-5.0,366
MVE,2017-01-07T11:00:00,0.0,-4.1,369
MVE,2017-01-07T12:00:00,0.0,-4.2,173
MVE,2017-01-07T13:00:00,0.0,-3.3,85
MVE,2017-01-07T14:00:00,0.0,-3.2,133
MVE,2017-01-07T15:00:00,0.0,-3.5,49
MVE,2017-01-07T16:00:00,0.0,-4.1,5
MVE,2017-01-07T17:00:00,0.0,-4.2,1
MVE,2017-01-07T18:00:00,0.0,-3.6,1
MVE,2017-01-07T19:00:00,0.0,-3.6,1
MVE,2017-01-07T20:00:00,0.0,-3.6,1
MVE,2017-01-07T21:00:00,0.0,-4.0,1
MVE,2017-01-07T22:00:00,0.2,-5.4,1
MVE,2017-01-07T23:00:00,0.2,-5.2,0
MVE,2017-01-08T00:00:00,0.2,-4.5,0
MVE,2017-01-08T01:00:00,0.1,-4.5,1
MVE,2017-01-08T02:00:00,0.0,-3.2,0
MVE,2017-01-08T03:00:00,0.2,-4.5,1
MVE,2017-01-08T04:00:00,0.2,-3.2,1
MVE,2017-01-08T05:00:00,0.0,-3.5,1
MVE,2017-01-08T06:00:00,0.1,-2.7,1
MVE,2017-01-08T07:00:00,0.0,-2.2,2
MVE,2017-01-08T08:00:00,0.0,-1.2,32
MVE,2017-01-08T09:00:00,0.0,-0.5,161
MVE,2017-01-08T10:00:00,0.0,-0.2,435
MVE,2017-01-08T11:00:00,0.0,0.3,435
MVE,2017-01-08T12:00:00,0.0,-1.2,399
MVE,2017-01-08T13:00:00,0.0,-2.0,276
MVE,2017-01-08T14:00:00,0.0,-3.5,131
MVE,2017-01-08T15:00:00,0.0,-3.8,53
MVE,2017-01-08T16:00:00,0.0,-3.9,3
MVE,2017-01-08T17:00:00,0.0,-4.3,1
MVE,2017-01-08T18:00:00,0.0,-4.4,1
MVE,2017-01-08T19:00:00,0.0,-4.5,1
MVE,2017-01-08T20:00:00,0.0,-4.5,1
MVE,2017-01-08T21:00:00,0.0,-4.6,1
MVE,2017-01-08T22:00:00,0.0,-4.7,1
MVE,2017-01-08T23:00:00,0.0,-4.7,1
MVE,2017-01-09T00:00:00,0.0,-4.9,1
MVE,2017-01-09T01:00:00,0.6,-4.9,1
MVE,2017-01-09T02:00:00,0.0,-5.0,1
MVE,2017-01-09T03:00:00,0.0,-5.4,1
MVE,2017-01-09T04:00:00,0.0,-5.6,0
MVE,2017-01-09T05:00:00,0.0,-5.7,0
MVE,2017-01-09T06:00:00,0.0,-5.6,0
MVE,2017-01-09T07:00:00,0.0,-5.8,3
MVE,2017-01-09T08:00:00,0.0,-6.0,43
MVE,2017-01-09T09:00:00,0.0,-5.7,93
MVE,2017-01-09T10:00:00,0.0,-5.7,143
MVE,2017-01-09T11:00:00,0.0,-4.8,207
MVE,2017-01-09T12:00:00,0.0,-4.5,190
MVE,2017-01-09T13:00:00,0.0,-3.7,292
MVE,2017-01-09T14:00:00,0.0,-3.4,256
MVE,2017-01-09T15:00:00,0.0,-4.3,106
MVE,2017-01-09T16:00:00,0.0,-5.4,7
MVE,2017-01-09T17:00:00,0.0,-6.1,0
MVE,2017-01-09T18:00:00,0.0,-6.6,0
MVE,2017-01-09T19:00:00,0.0,-6.3,0
MVE,2017-01-09T20:00:00,0.0,-6.1,0
MVE,2017-01-09T21:00:00,0.1,-6.3,0
MVE,2017-01-09T22:00:00,0.0,-6.6,0
MVE,2017-01-09T23:00:00,0.0,-7.2,0
MVE,2017-01-10T00:00:00,0.0,-7.6,0
MVE,2017-01-10T01:00:00,0.0,-7.2,0
MVE,2017-01-10T02:00:00,0.0,-7.3,0
MVE,2017-01-10T03:00:00,0.0,-7.8,0
MVE,2017-01-10T04:00:00,0.0,-7.4,0
MVE,2017-01-10T05:00:00,0.0,-7.4,0
MVE,2017-01-10T06:00:00,0.0,-7.0,0
MVE,2017-01-10T07:00:00,0.1,-7.0,3
MVE,2017-01-10T08:00:00,0.0,-7.0,35
MVE,2017-01-10T09:00:00,0.0,-6.3,59
MVE,2017-01-10T10:00:00,0.1,-5.6,73
MVE,2017-01-10T11:00:00,0.2,-4.9,114
MVE,2017-01-10T12:00:00,0.1,-4.2,139
MVE,2017-01-10T13:00:00,0.1,-4.3,117
MVE,2017-01-10T14:00:00,0.0,-4.5,102
MVE,2017-01-10T15:00:00,0.0,-5.1,35
MVE,2017-01-10T16:00:00,0.1,-5.3,2
MVE,2017-01-10T17:00:00,0.0,-5.7,0
MVE,2017-01-10T18:00:00,0.0,-6.1,0
MVE,2017-01-10T19:00:00,0.0,-6.6,0
MVE,2017-01-10T20:00:00,0.0,-6.2,0
MVE,2017-01-10T21:00:00,0.0,-6.0,1
MVE,2017-01-10T22:00:00,0.0,-6.1,1
MVE,2017-01-10T23:00:00,0.0,-6.1,1
MVE,2017-01-11T00:00:00,0.0,-6.1,1
MVE,2017-01-11T01:00:00,0.0,-6.0,1
MVE,2017-01-11T02:00:00,0.0,-6.3,1
MVE,2017-01-11T03:00:00,0.0,-6.3,1
MVE,2017-01-11T04:00:00,0.0,-6.1,1
MVE,2017-01-11T05:00:00,0.0,-6.2,1
MVE,2017-01-11T06:00:00,0.0,-6.5,1
MVE,2017-01-11T07:00:00,0.0,-6.7,3
MVE,2017-01-11T08:00:00,0.0,-6.5,48
MVE,2017-01-11T09:00:00,0.0,-6.5,160
MVE,2017-01-11T10:00:00,0.0,-6.3,128
MVE,2017-01-11T11:00:00,0.0,-5.4,251
MVE,2017-01-11T12:00:00,0.0,-4.6,199
MVE,2017-01-11T13:00:00,0.0,-4.2,169
MVE,2017-01-11T14:00:00,0.0,-3.3,79
MVE,2017-01-11T15:00:00,0.0,-3.0,57
MVE,2017-01-11T16:00:00,0.0,-2.6,4
MVE,2017-01-11T17:00:00,0.1,-2.2,1
MVE,2017-01-11T18:00:00,0.0,-2.1,1
MVE,2017-01-11T19:00:00,0.0,-2.1,1
MVE,2017-01-11T20:00:00,0.0,-2.1,1
MVE,2017-01-11T21:00:00,0.0,-1.6,1
MVE,2017-01-11T22:00:00,0.0,-1.9,1
MVE,2017-01-11T23:00:00,0.0,-1.3,1
MVE,2017-01-12T00:00:00,0.0,-1.7,1
MVE,2017-01-12T01:00:00,0.0,0.2,1
MVE,2017-01-12T02:00:00,0.0,-0.2,1
MVE,2017-01-12T03:00:00,0.0,-0.7,1
MVE,2017-01-12T04:00:00,0.0,-0.1,1
MVE,2017-01-12T05:00:00,0.0,0.3,1
MVE,2017-01-12T06:00:00,0.0,0.2,1
MVE,2017-01-12T07:00:00,0.0,0.3,3
MVE,2017-01-12T08:00:00,0.0,0.8,44
MVE,2017-01-12T09:00:00,0.0,1.2,92
MVE,2017-01-12T10:00:00,0.0,1.5,65
MVE,2017-01-12T11:00:00,0.0,1.8,59
MVE,2017-01-12T12:00:00,0.0,1.9,40
MVE,2017-01-12T13:00:00,0.0,2.1,41
MVE,2017-01-12T14:00:00,0.0,2.6,22
MVE,2017-01-12T15:00:00,0.0,2.1,10
MVE,2017-01-12T16:00:00,0.0,2.2,2
MVE,2017-01-12T17:00:00,0.0,2.1,1
MVE,2017-01-12T18:00:00,0.1,1.7,1
MVE,2017-01-12T19:00:00,2.4,0.2,2
MVE,2017-01-12T20:00:00,4.1,0.1,1
MVE,2017-01-12T21:00:00,3.1,-0.4,1
MVE,2017-01-12T22:00:00,4.0,-0.3,0
MVE,2017-01-12T23:00:00,1.5,-0.3,0
MVE,2017-01-13T00:00:00,1.7,-0.2,1
MVE,2017-01-13T01:00:00,0.8,-0.8,1
MVE,2017-01-13T02:00:00,0.0,-2.1,0
MVE,2017-01-13T03:00:00,0.0,-2.1,0
MVE,2017-01-13T04:00:00,0.1,-3.0,0
MVE,2017-01-13T05:00:00,0.1,-3.7,0
MVE,2017-01-13T06:00:00,0.0,-4.1,0
MVE,2017-01-13T07:00:00,0.0,-5.7,5
MVE,2017-01-13T08:00:00,0.0,-5.6,28
MVE,2017-01-13T09:00:00,0.1,-6.2,97
MVE,2017-01-13T10:00:00,0.0,-6.1,168
MVE,2017-01-13T11:00:00,0.0,-6.0,222
MVE,2017-01-13T12:00:00,0.4,-7.1,20
MVE,2017-01-13T13:00:00,0.4,-7.0,54
MVE,2017-01-13T14:00:00,0.1,-7.4,38
MVE,2017-01-13T15:00:00,0.8,-7.3,14
MVE,2017-01-13T16:00:00,0.2,-7.3,2
MVE,2017-01-13T17:00:00,0.4,-7.3,0
MVE,2017-01-13T18:00:00,0.3,-7.4,0
MVE,2017-01-13T19:00:00,0.9,-7.3,0
MVE,2017-01-13T20:00:00,0.0,-7.5,0
MVE,2017-01-13T21:00:00,0.0,-8.2,0
MVE,2017-01-13T22:00:00,0.3,-8.0,0
MVE,2017-01-13T23:00:00,0.7,-7.6,0
MVE,2017-01-14T00:00:00,0.6,-7.1,0
MVE,2017-01-14T01:00:00,0.6,-6.6,0
MVE,2017-01-14T02:00:00,0.4,-6.5,0
MVE,2017-01-14T03:00:00,0.4,-6.3,0
MVE,2017-01-14T04:00:00,0.4,-6.1,0
MVE,2017-01-14T05:00:00,0.2,-6.0,0
MVE,2017-01-14T06:00:00,0.4,-6.0,0
MVE,2017-01-14T07:00:00,0.2,-6.0,2
MVE,2017-01-14T08:00:00,0.0,-6.0,30
MVE,2017-01-14T09:00:00,0.1,-5.9,90
MVE,2017-01-14T10:00:00,0.1,-5.8,157
MVE,2017-01-14T11:00:00,0.0,-6.1,105
MVE,2017-01-14T12:00:00,0.2,-6.1,94
MVE,2017-01-14T13:00:00,0.3,-6.3,72
MVE,2017-01-14T14:00:00,0.1,-6.4,72
MVE,2017-01-14T15:00:00,0.1,-6.9,30
MVE,2017-01-14T16:00:00,0.3,-7.6,2
MVE,2017-01-14T17:00:00,0.3,-8.3,0
MVE,2017-01-14T18:00:00,0.0,-8.2,0
MVE,2017-01-14T19:00:00,0.0,-9.2,0
MVE,2017-01-14T20:00:00,0.0,-10.0,0
MVE,2017-01-14T21:00:00,0.0,-9.9,0
MVE,2017-01-14T22:00:00,0.0,-10.3,0
MVE,2017-01-14T23:00:00,0.0,-9.6,0
MVE,2017-01-15T00:00:00,0.0,-10.0,0
MVE,2017-01-15T01:00:00,0.0,-9.9,0
MVE,2017-01-15T02:00:00,0.0,-10.0,0
MVE,2017-01-15T03:00:00,0.0,-10.3,0
MVE,2017-01-15T04:00:00,0.0,-10.2,0
MVE,2017-01-15T05:00:00,0.0,-10.7,0
MVE,2017-01-15T06:00:00,0.0,-11.0,0
MVE,2017-01-15T07:00:00,0.0,-12.2,4
MVE,2017-01-15T08:00:00,0.0,-12.5,95
MVE,2017-01-15T09:00:00,0.0,-10.3,167
MVE,2017-01-15T10:00:00,0.0,-9.6,316
MVE,2017-01-15T11:00:00,0.0,-8.9,327
MVE,2017-01-15T12:00:00,0.0,-8.7,257
MVE,2017-01-15T13:00:00,0.0,-8.0,278
MVE,2017-01-15T14:00:00,0.0,-7.5,240
MVE,2017-01-15T15:00:00,0.0,-7.8,64
MVE,2017-01-15T16:00:00,0.0,-8.7,4
MVE,2017-01-15T17:00:00,0.0,-9.1,0
MVE,2017-01-15T18:00:00,0.0,-9.5,0
MVE,2017-01-15T19:00:00,0.0,-9.9,0
MVE,2017-01-15T20:00:00,0.0,-11.7,0
MVE,2017-01-15T21:00:00,0.0,-12.2,0
MVE,2017-01-15T22:00:00,0.0,-11.6,0
MVE,2017-01-15T23:00:00,0.0,-11.1,0
MVE,2017-01-16T00:00:00,0.0,-12.8,0
MVE,2017-01-16T01:00:00,0.0,-12.4,0
MVE,2017-01-16T02:00:00,0.0,-11.0,0
MVE,2017-01-16T03:00:00,0.0,-11.9,0
MVE,2017-01-16T04:00:00,0.0,-12.8,0
MVE,2017-01-16T05:00:00,0.0,-14.1,0
MVE,2017-01-16T06:00:00,0.0,-14.6,0
MVE,2017-01-16T07:00:00,0.0,-14.6,4
MVE,2017-01-16T08:00:00,0.0,-13.0,103
MVE,2017-01-16T09:00:00,0.0,-11.1,275
MVE,2017-01-16T10:00:00,0.0,-10.2,387
MVE,2017-01-16T11:00:00,0.0,-9.1,457
MVE,2017-01-16T12:00:00,0.0,-9.8,239
MVE,2017-01-16T13:00:00,0.0,-8.8,381
MVE,2017-01-16T14:00:00,0.0,-8.4,304
MVE,2017-01-16T15:00:00,0.0,-9.2,151
MVE,2017-01-16T16:00:00,0.0,-10.0,15
MVE,2017-01-16T17:00:00,0.0,-9.9,0
MVE,2017-01-16T18:00:00,0.0,-10.4,0
MVE,2017-01-16T19:00:00,0.0,-12.2,0
MVE,2017-01-16T20:00:00,0.0,-13.6,0
MVE,2017-01-16T21:00:00,0.0,-13.7,0
MVE,2017-01-16T22:00:00,0.0,-14.8,0
MVE,2017-01-16T23:00:00,0.0,-14.6,0
MVE,2017-01-17T00:00:00,0.0,-14.7,0
MVE,2017-01-17T01:00:00,0.0,-14.9,0
MVE,2017-01-17T02:00:00,0.0,-16.8,0
MVE,2017-01-17T03:00:00,0.0,-15.8,0
MVE,2017-01-17T04:00:00,0.0,-15.7,0
MVE,2017-01-17T05:00:00,0.0,-14.6,0
MVE,2017-01-17T06:00:00,0.0,-14.4,0
MVE,2017-01-17T07:00:00,0.0,-13.9,4
MVE,2017-01-17T08:00:00,0.0,-12.8,109
MVE,2017-01-17T09:00:00,0.0,-11.4,271
MVE,2017-01-17T10:00:00,0.0,-11.1,382
MVE,2017-01-17T11:00:00,0.0,-9.0,446
MVE,2017-01-17T12:00:00,0.0,-8.6,440
MVE,2017-01-17T13:00:00,0.0,-7.6,383
MVE,2017-01-17T14:00:00,0.0,-7.5,275
MVE,2017-01-17T15:00:00,0.0,-8.1,129
MVE,2017-01-17T16:00:00,0.0,-10.2,16
MVE,2017-01-17T17:00:00,0.0,-11.9,0
MVE,2017-01-17T18:00:00,0.0,-11.8,0
MVE,2017-01-17T19:00:00,0.0,-12.2,0
MVE,2017-01-17T20:00:00,0.0,-12.3,0
MVE,2017-01-17T21:00:00,0.0,-12.6,0
MVE,2017-01-17T22:00:00,0.0,-12.1,0
MVE,2017-01-17T23:00:00,0.0,-11.6,0
MVE,2017-01-18T00:00:00,0.0,-10.4,0
MVE,2017-01-18T01:00:00,0.0,-10.1,0
MVE,2017-01-18T02:00:00,0.0,-10.1,0
MVE,2017-01-18T03:00:00,0.0,-9.7,0
MVE,2017-01-18T04:00:00,0.0,-9.5,0
MVE,2017-01-18T05:00:00,0.0,-9.1,0
MVE,2017-01-18T06:00:00,0.0,-10.2,0
MVE,2017-01-18T07:00:00,0.0,-10.1,4
MVE,2017-01-18T08:00:00,0.0,-7.8,115
MVE,2017-01-18T09:00:00,0.0,-5.2,276
MVE,2017-01-18T10:00:00,0.0,-3.9,389
MVE,2017-01-18T11:00:00,0.0,-2.6,453
MVE,2017-01-18T12:00:00,0.0,-2.2,450
MVE,2017-01-18T13:00:00,0.0,-2.9,392
MVE,2017-01-18T14:00:00,0.0,-3.0,283
MVE,2017-01-18T15:00:00,0.0,-3.7,134
MVE,2017-01-18T16:00:00,0.0,-6.2,18
MVE,2017-01-18T17:00:00,0.0,-8.0,0
MVE,2017-01-18T18:00:00,0.0,-8.7,0
MVE,2017-01-18T19:00:00,0.0,-8.5,0
MVE,2017-01-18T20:00:00,0.0,-9.0,0
MVE,2017-01-18T21:00:00,0.0,-8.7,0
MVE,2017-01-18T22:00:00,0.0,-7.9,0
MVE,2017-01-18T23:00:00,0.0,-7.4,0
MVE,2017-01-19T00:00:00,0.0,-6.8,0
MVE,2017-01-19T01:00:00,0.0,-6.3,0
MVE,2017-01-19T02:00:00,0.0,-5.1,0
MVE,2017-01-19T03:00:00,0.0,-5.2,0
MVE,2017-01-19T04:00:00,0.0,-6.7,0
MVE,2017-01-19T05:00:00,0.0,-6.7,0
MVE,2017-01-19T06:00:00,0.0,-5.8,0
MVE,2017-01-19T07:00:00,0.0,-6.4,5
MVE,2017-01-19T08:00:00,0.0,-4.2,118
MVE,2017-01-19T09:00:00,0.0,-2.5,277
MVE,2017-01-19T10:00:00,0.0,-1.3,389
MVE,2017-01-19T11:00:00,0.0,-0.9,453
MVE,2017-01-19T12:00:00,0.0,-0.2,448
MVE,2017-01-19T13:00:00,0.0,0.0,390
MVE,2017-01-19T14:00:00,0.0,-0.7,284
MVE,2017-01-19T15:00:00,0.0,-1.2,138
MVE,2017-01-19T16:00:00,0.0,-3.6,19
MVE,2017-01-19T17:00:00,0.0,-4.3,1
MVE,2017-01-19T18:00:00,0.0,-5.8,1
MVE,2017-01-19T19:00:00,0.0,-5.0,0
MVE,2017-01-19T20:00:00,0.0,-4.9,0
MVE,2017-01-19T21:00:00,0.0,-4.8,0
MVE,2017-01-19T22:00:00,0.0,-5.4,1
MVE,2017-01-19T23:00:00,0.0,-5.1,0
MVE,2017-01-20T00:00:00,0.0,-5.3,0
MVE,2017-01-20T01:00:00,0.0,-4.7,0
MVE,2017-01-20T02:00:00,0.0,-4.5,0
MVE,2017-01-20T03:00:00,0.0,-4.7,0
MVE,2017-01-20T04:00:00,0.0,-4.8,0
MVE,2017-01-20T05:00:00,0.0,-4.8,0
MVE,2017-01-20T06:00:00,0.0,-5.0,0
MVE,2017-01-20T07:00:00,0.0,-4.8,5
MVE,2017-01-20T08:00:00,0.0,-3.3,120
MVE,2017-01-20T09:00:00,0.0,-1.7,280
MVE,2017-01-20T10:00:00,0.0,-0.6,392
MVE,2017-01-20T11:00:00,0.0,0.3,455
MVE,2017-01-20T12:00:00,0.0,1.0,452
MVE,2017-01-20T13:00:00,0.0,1.3,394
MVE,2017-01-20T14:00:00,0.0,1.3,287
MVE,2017-01-20T15:00:00,0.0,0.7,140
MVE,2017-01-20T16:00:00,0.0,-1.1,22
MVE,2017-01-20T17:00:00,0.0,-2.7,1
MVE,2017-01-20T18:00:00,0.0,-2.8,1
MVE,2017-01-20T19:00:00,0.0,-2.8,1
MVE,2017-01-20T20:00:00,0.0,-2.7,1
MVE,2017-01-20T21:00:00,0.0,-3.6,1
MVE,2017-01-20T22:00:00,0.0,-3.8,1
MVE,2017-01-20T23:00:00,0.0,-3.7,1
MVE,2017-01-21T00:00:00,0.0,-4.1,1
MVE,2017-01-21T01:00:00,0.0,-4.1,1
MVE,2017-01-21T02:00:00,0.0,-5.0,1
MVE,2017-01-21T03:00:00,0.0,-4.8,0
MVE,2017-01-21T04:00:00,0.0,-4.4,0
MVE,2017-01-21T05:00:00,0.0,-4.8,0
MVE,2017-01-21T06:00:00,0.0,-4.4,0
MVE,2017-01-21T07:00:00,0.0,-4.2,6
MVE,2017-01-21T08:00:00,0.0,-2.9,125
MVE,2017-01-21T09:00:00,0.0,-0.9,286
MVE,2017-01-21T10:00:00,0.0,-0.1,400
MVE,2017-01-21T11:00:00,0.0,0.7,465
MVE,2017-01-21T12:00:00,0.0,1.8,461
MVE,2017-01-21T13:00:00,0.0,2.6,406
MVE,2017-01-21T14:00:00,0.0,2.6,299
MVE,2017-01-21T15:00:00,0.0,2.0,148
MVE,2017-01-21T16:00:00,0.0,0.3,25
MVE,2017-01-21T17:00:00,0.0,-1.0,1
MVE,2017-01-21T18:00:00,0.0,-2.1,1
MVE,2017-01-21T19:00:00,0.0,-1.9,1
