station,timestamp [UTC+0],precipitation [mm per Hourly],temperature [degree],sun radiation [W per squared m]
MVE,2020-02-18T06:00:00,0.0,-0.6,2
MVE,2020-02-18T07:00:00,0.0,-1.2,7
MVE,2020-02-18T08:00:00,0.0,-1.6,134
MVE,2020-02-18T09:00:00,0.0,-0.5,329
MVE,2020-02-18T10:00:00,0.0,-0.1,434
MVE,2020-02-18T11:00:00,0.0,0.8,571
MVE,2020-02-18T12:00:00,0.0,2.1,635
MVE,2020-02-18T13:00:00,0.0,3.0,606
MVE,2020-02-18T14:00:00,0.0,2.9,531
MVE,2020-02-18T15:00:00,0.0,2.9,408
MVE,2020-02-18T16:00:00,0.0,2.5,232
MVE,2020-02-18T17:00:00,0.0,1.2,59
MVE,2020-02-18T18:00:00,0.0,-0.4,3
MVE,2020-02-18T19:00:00,0.0,-1.7,2
MVE,2020-02-18T20:00:00,0.0,-1.5,2
MVE,2020-02-18T21:00:00,0.0,-1.7,2
MVE,2020-02-18T22:00:00,0.0,-2.3,2
MVE,2020-02-18T23:00:00,0.0,-2.6,2
MVE,2020-02-19T00:00:00,0.0,-2.2,2
MVE,2020-02-19T01:00:00,0.0,-3.2,2
MVE,2020-02-19T02:00:00,0.0,-3.5,2
MVE,2020-02-19T03:00:00,0.0,-4.2,2
MVE,2020-02-19T04:00:00,0.0,-2.9,2
MVE,2020-02-19T05:00:00,0.0,-2.3,2
MVE,2020-02-19T06:00:00,0.2,-2.7,2
MVE,2020-02-19T07:00:00,0.3,-3.0,6
MVE,2020-02-19T08:00:00,0.9,-2.8,21
MVE,2020-02-19T09:00:00,0.9,-2.8,56
MVE,2020-02-19T10:00:00,0.8,-2.3,84
MVE,2020-02-19T11:00:00,0.6,-1.8,135
MVE,2020-02-19T12:00:00,0.1,-1.3,224
MVE,2020-02-19T13:00:00,0.0,-0.5,297
MVE,2020-02-19T14:00:00,0.0,0.2,337
MVE,2020-02-19T15:00:00,0.0,-0.5,177
MVE,2020-02-19T16:00:00,0.0,-0.7,93
MVE,2020-02-19T17:00:00,0.0,-0.8,29
MVE,2020-02-19T18:00:00,0.0,-1.3,2
MVE,2020-02-19T19:00:00,0.0,-1.5,2
MVE,2020-02-19T20:00:00,0.0,-1.6,2
MVE,2020-02-19T21:00:00,0.0,-1.2,2
MVE,2020-02-19T22:00:00,0.0,-1.4,2
MVE,2020-02-19T23:00:00,0.0,-2.9,2
MVE,2020-02-20T00:00:00,0.0,-3.8,2
MVE,2020-02-20T01:00:00,0.0,-4.2,2
MVE,2020-02-20T02:00:00,0.0,-4.0,2
MVE,2020-02-20T03:00:00,0.0,-2.0,2
MVE,2020-02-20T04:00:00,0.0,-2.3,2
MVE,2020-02-20T05:00:00,0.0,-2.0,2
MVE,2020-02-20T06:00:00,0.0,-1.6,2
MVE,2020-02-20T07:00:00,0.0,-1.5,14
MVE,2020-02-20T08:00:00,0.0,-1.7,147
MVE,2020-02-20T09:00:00,0.0,0.5,321
MVE,2020-02-20T10:00:00,0.0,1.7,422
MVE,2020-02-20T11:00:00,0.0,3.6,571
MVE,2020-02-20T12:00:00,0.0,4.7,631
MVE,2020-02-20T13:00:00,0.0,5.7,613
MVE,2020-02-20T14:00:00,0.0,6.2,545
MVE,2020-02-20T15:00:00,0.0,6.9,425
MVE,2020-02-20T16:00:00,0.0,6.6,248
MVE,2020-02-20T17:00:00,0.0,5.1,67
MVE,2020-02-20T18:00:00,0.0,1.8,5
MVE,2020-02-20T19:00:00,0.0,1.3,3
MVE,2020-02-20T20:00:00,0.0,0.5,2
MVE,2020-02-20T21:00:00,0.0,1.2,3
MVE,2020-02-20T22:00:00,0.0,2.7,2
MVE,2020-02-20T23:00:00,0.0,4.9,2
MVE,2020-02-21T00:00:00,0.0,4.6,3
MVE,2020-02-21T01:00:00,0.0,3.8,3
MVE,2020-02-21T02:00:00,0.0,3.2,3
MVE,2020-02-21T03:00:00,0.0,2.8,3
MVE,2020-02-21T04:00:00,0.0,2.1,3
MVE,2020-02-21T05:00:00,0.0,0.6,3
MVE,2020-02-21T06:00:00,0.0,0.6,2
MVE,2020-02-21T07:00:00,0.0,0.7,9
MVE,2020-02-21T08:00:00,0.0,1.4,168
MVE,2020-02-21T09:00:00,0.0,2.4,336
MVE,2020-02-21T10:00:00,0.0,2.9,442
MVE,2020-02-21T11:00:00,0.0,3.5,570
MVE,2020-02-21T12:00:00,0.0,4.4,629
MVE,2020-02-21T13:00:00,0.0,5.2,598
MVE,2020-02-21T14:00:00,0.0,6.2,532
MVE,2020-02-21T15:00:00,0.0,6.3,410
MVE,2020-02-21T16:00:00,0.0,5.6,239
MVE,2020-02-21T17:00:00,0.0,4.1,63
MVE,2020-02-21T18:00:00,0.0,2.9,3
MVE,2020-02-21T19:00:00,0.0,1.9,3
MVE,2020-02-21T20:00:00,0.0,1.5,2
MVE,2020-02-21T21:00:00,0.0,0.5,2
MVE,2020-02-21T22:00:00,0.0,-0.7,2
MVE,2020-02-21T23:00:00,0.0,-0.9,2
MVE,2020-02-22T00:00:00,0.0,-0.8,2
MVE,2020-02-22T01:00:00,0.0,-0.8,2
MVE,2020-02-22T02:00:00,0.0,-0.2,2
MVE,2020-02-22T03:00:00,0.0,-0.8,2
MVE,2020-02-22T04:00:00,0.0,-0.6,2
MVE,2020-02-22T05:00:00,0.0,-0.7,2
MVE,2020-02-22T06:00:00,0.0,-1.4,2
MVE,2020-02-22T07:00:00,0.0,-1.0,9
MVE,2020-02-22T08:00:00,0.0,1.1,161
MVE,2020-02-22T09:00:00,0.0,4.2,317
MVE,2020-02-22T10:00:00,0.0,6.1,473
MVE,2020-02-22T11:00:00,0.0,6.6,574
MVE,2020-02-22T12:00:00,0.0,8.2,638
MVE,2020-02-22T13:00:00,0.0,9.8,611
MVE,2020-02-22T14:00:00,0.0,10.5,543
MVE,2020-02-22T15:00:00,0.0,11.2,425
MVE,2020-02-22T16:00:00,0.0,10.5,255
MVE,2020-02-22T17:00:00,0.0,9.3,88
MVE,2020-02-22T18:00:00,0.0,6.4,6
MVE,2020-02-22T19:00:00,0.0,6.5,2
MVE,2020-02-22T20:00:00,0.0,7.2,2
MVE,2020-02-22T21:00:00,0.0,6.3,3
MVE,2020-02-22T22:00:00,0.0,6.1,2
MVE,2020-02-22T23:00:00,0.0,6.0,3
MVE,2020-02-23T00:00:00,0.0,4.4,3
MVE,2020-02-23T01:00:00,0.0,4.4,3
MVE,2020-02-23T02:00:00,0.0,4.8,3
MVE,2020-02-23T03:00:00,0.0,4.2,2
MVE,2020-02-23T04:00:00,0.0,4.4,3
MVE,2020-02-23T05:00:00,0.0,4.9,2
MVE,2020-02-23T06:00:00,0.0,6.6,2
MVE,2020-02-23T07:00:00,0.0,6.1,18
MVE,2020-02-23T08:00:00,0.0,8.6,94
MVE,2020-02-23T09:00:00,0.0,9.5,139
MVE,2020-02-23T10:00:00,0.0,10.6,220
MVE,2020-02-23T11:00:00,0.0,11.1,251
MVE,2020-02-23T12:00:00,0.0,12.1,616
MVE,2020-02-23T13:00:00,0.0,13.6,607
MVE,2020-02-23T14:00:00,0.0,12.3,412
MVE,2020-02-23T15:00:00,0.0,12.5,236
MVE,2020-02-23T16:00:00,0.0,12.0,228
MVE,2020-02-23T17:00:00,0.0,11.0,55
MVE,2020-02-23T18:00:00,0.0,10.1,4
MVE,2020-02-23T19:00:00,0.0,9.8,2
MVE,2020-02-23T20:00:00,0.0,8.3,3
MVE,2020-02-23T21:00:00,0.0,8.8,2
MVE,2020-02-23T22:00:00,0.0,8.9,2
MVE,2020-02-23T23:00:00,0.0,8.2,3
MVE,2020-02-24T00:00:00,0.0,7.6,3
MVE,2020-02-24T01:00:00,0.0,6.1,3
MVE,2020-02-24T02:00:00,0.0,5.2,3
MVE,2020-02-24T03:00:00,0.0,5.8,2
MVE,2020-02-24T04:00:00,0.0,5.6,3
MVE,2020-02-24T05:00:00,0.0,6.0,2
MVE,2020-02-24T06:00:00,0.0,6.0,2
MVE,2020-02-24T07:00:00,0.0,5.4,9
MVE,2020-02-24T08:00:00,0.0,6.7,173
MVE,2020-02-24T09:00:00,0.0,7.5,366
MVE,2020-02-24T10:00:00,0.0,8.1,505
MVE,2020-02-24T11:00:00,0.0,9.1,601
MVE,2020-02-24T12:00:00,0.0,10.6,662
MVE,2020-02-24T13:00:00,0.0,11.4,628
MVE,2020-02-24T14:00:00,0.0,11.8,561
MVE,2020-02-24T15:00:00,0.0,12.4,440
MVE,2020-02-24T16:00:00,0.0,12.0,267
MVE,2020-02-24T17:00:00,0.0,11.2,80
MVE,2020-02-24T18:00:00,0.0,6.4,6
MVE,2020-02-24T19:00:00,0.0,6.1,3
MVE,2020-02-24T20:00:00,0.0,4.5,3
MVE,2020-02-24T21:00:00,0.0,3.3,3
MVE,2020-02-24T22:00:00,0.0,3.3,2
MVE,2020-02-24T23:00:00,0.0,3.3,3
MVE,2020-02-25T00:00:00,0.0,3.2,3
MVE,2020-02-25T01:00:00,0.0,2.7,2
MVE,2020-02-25T02:00:00,0.0,2.1,3
MVE,2020-02-25T03:00:00,0.0,2.0,3
MVE,2020-02-25T04:00:00,0.0,1.7,3
MVE,2020-02-25T05:00:00,0.0,1.7,3
MVE,2020-02-25T06:00:00,0.0,1.5,3
MVE,2020-02-25T07:00:00,0.0,1.0,15
MVE,2020-02-25T08:00:00,0.0,3.1,77
MVE,2020-02-25T09:00:00,0.0,6.0,217
MVE,2020-02-25T10:00:00,0.0,7.1,331
MVE,2020-02-25T11:00:00,0.0,7.3,241
MVE,2020-02-25T12:00:00,0.0,6.8,246
MVE,2020-02-25T13:00:00,0.0,6.0,221
MVE,2020-02-25T14:00:00,0.0,5.7,219
MVE,2020-02-25T15:00:00,0.0,5.2,135
MVE,2020-02-25T16:00:00,0.0,4.6,80
MVE,2020-02-25T17:00:00,0.0,3.9,35
MVE,2020-02-25T18:00:00,0.0,2.8,4
MVE,2020-02-25T19:00:00,0.0,2.5,3
MVE,2020-02-25T20:00:00,0.0,3.4,2
MVE,2020-02-25T21:00:00,0.0,2.9,3
MVE,2020-02-25T22:00:00,0.0,1.3,3
MVE,2020-02-25T23:00:00,0.0,0.4,2
MVE,2020-02-26T00:00:00,0.0,0.4,2
MVE,2020-02-26T01:00:00,0.1,-0.9,2
MVE,2020-02-26T02:00:00,0.3,-1.9,2
MVE,2020-02-26T03:00:00,0.1,-2.0,2
MVE,2020-02-26T04:00:00,0.7,-2.6,2
MVE,2020-02-26T05:00:00,0.2,-3.7,2
MVE,2020-02-26T06:00:00,0.0,-3.7,2
MVE,2020-02-26T07:00:00,0.0,-4.0,6
MVE,2020-02-26T08:00:00,0.4,-4.4,25
MVE,2020-02-26T09:00:00,0.2,-4.1,87
MVE,2020-02-26T10:00:00,0.5,-4.5,94
MVE,2020-02-26T11:00:00,0.5,-4.5,115
MVE,2020-02-26T12:00:00,2.8,-5.0,90
MVE,2020-02-26T13:00:00,0.1,-5.1,283
MVE,2020-02-26T14:00:00,1.0,-5.2,97
MVE,2020-02-26T15:00:00,0.0,-5.1,134
MVE,2020-02-26T16:00:00,0.1,-5.4,45
MVE,2020-02-26T17:00:00,0.1,-5.8,15
MVE,2020-02-26T18:00:00,0.1,-5.8,3
MVE,2020-02-26T19:00:00,0.0,-5.8,2
MVE,2020-02-26T20:00:00,0.9,-5.8,2
MVE,2020-02-26T21:00:00,0.3,-5.5,2
MVE,2020-02-26T22:00:00,0.1,-5.5,2
MVE,2020-02-26T23:00:00,0.1,-5.5,2
MVE,2020-02-27T00:00:00,0.0,-5.4,2
MVE,2020-02-27T01:00:00,0.0,-5.6,2
MVE,2020-02-27T02:00:00,0.0,-5.7,2
MVE,2020-02-27T03:00:00,0.0,-5.7,2
MVE,2020-02-27T04:00:00,0.0,-5.5,2
MVE,2020-02-27T05:00:00,0.0,-6.3,2
MVE,2020-02-27T06:00:00,0.0,-6.6,2
MVE,2020-02-27T07:00:00,0.0,-7.6,24
MVE,2020-02-27T08:00:00,0.0,-5.5,67
MVE,2020-02-27T09:00:00,0.0,-4.6,98
MVE,2020-02-27T10:00:00,0.0,-4.8,83
MVE,2020-02-27T11:00:00,0.7,-5.4,84
MVE,2020-02-27T12:00:00,1.0,-5.8,72
MVE,2020-02-27T13:00:00,2.7,-5.4,58
MVE,2020-02-27T14:00:00,3.5,-5.1,49
MVE,2020-02-27T15:00:00,1.5,-4.9,64
MVE,2020-02-27T16:00:00,1.3,-4.8,50
MVE,2020-02-27T17:00:00,1.3,-4.7,14
MVE,2020-02-27T18:00:00,2.4,-3.3,2
MVE,2020-02-27T19:00:00,1.4,-1.2,2
MVE,2020-02-27T20:00:00,0.1,-1.8,2
MVE,2020-02-27T21:00:00,0.1,-1.4,2
MVE,2020-02-27T22:00:00,0.0,-2.6,2
MVE,2020-02-27T23:00:00,0.3,-3.6,2
MVE,2020-02-28T00:00:00,0.2,-3.9,2
MVE,2020-02-28T01:00:00,0.2,-4.7,2
MVE,2020-02-28T02:00:00,0.0,-5.0,2
MVE,2020-02-28T03:00:00,0.0,-5.0,2
MVE,2020-02-28T04:00:00,0.0,-5.7,2
MVE,2020-02-28T05:00:00,0.0,-6.4,2
MVE,2020-02-28T06:00:00,0.0,-7.8,2
MVE,2020-02-28T07:00:00,0.0,-6.1,12
MVE,2020-02-28T08:00:00,0.0,-4.8,208
MVE,2020-02-28T09:00:00,0.0,-4.3,406
MVE,2020-02-28T10:00:00,0.0,-3.0,547
MVE,2020-02-28T11:00:00,0.0,-1.5,641
MVE,2020-02-28T12:00:00,0.0,-0.4,700
MVE,2020-02-28T13:00:00,0.0,0.9,674
MVE,2020-02-28T14:00:00,0.0,1.8,523
MVE,2020-02-28T15:00:00,0.0,1.0,393
MVE,2020-02-28T16:00:00,0.0,1.0,143
MVE,2020-02-28T17:00:00,0.0,0.9,39
MVE,2020-02-28T18:00:00,0.0,0.4,3
MVE,2020-02-28T19:00:00,0.0,0.2,3
MVE,2020-02-28T20:00:00,0.0,0.1,3
MVE,2020-02-28T21:00:00,0.0,-0.2,2
MVE,2020-02-28T22:00:00,0.0,-0.1,2
MVE,2020-02-28T23:00:00,0.0,0.7,3
MVE,2020-02-29T00:00:00,0.0,0.6,3
MVE,2020-02-29T01:00:00,0.0,0.9,3
MVE,2020-02-29T02:00:00,0.0,1.9,2
MVE,2020-02-29T03:00:00,0.0,1.8,3
MVE,2020-02-29T04:00:00,0.0,1.0,3
MVE,2020-02-29T05:00:00,0.0,1.5,3
MVE,2020-02-29T06:00:00,0.0,1.3,3
MVE,2020-02-29T07:00:00,0.0,1.2,18
MVE,2020-02-29T08:00:00,0.0,1.6,108
MVE,2020-02-29T09:00:00,0.0,2.1,259
MVE,2020-02-29T10:00:00,0.0,2.6,334
MVE,2020-02-29T11:00:00,0.0,3.2,414
MVE,2020-02-29T12:00:00,0.0,3.7,524
MVE,2020-02-29T13:00:00,0.0,3.7,464
MVE,2020-02-29T14:00:00,0.0,3.7,449
MVE,2020-02-29T15:00:00,0.0,3.0,217
MVE,2020-02-29T16:00:00,0.0,2.3,47
MVE,2020-02-29T17:00:00,0.0,1.8,13
MVE,2020-02-29T18:00:00,0.0,1.0,3
MVE,2020-02-29T19:00:00,0.7,-1.1,2
MVE,2020-02-29T20:00:00,1.0,-1.5,2
MVE,2020-02-29T21:00:00,1.1,-1.7,2
MVE,2020-02-29T22:00:00,2.0,-1.9,2
MVE,2020-02-29T23:00:00,1.5,-1.7,2
MVE,2020-03-01T00:00:00,1.2,-1.8,2
MVE,2020-03-01T01:00:00,0.2,-1.9,2
MVE,2020-03-01T02:00:00,0.4,-1.7,2
MVE,2020-03-01T03:00:00,1.0,-1.7,2
MVE,2020-03-01T04:00:00,0.8,-1.6,2
MVE,2020-03-01T05:00:00,0.3,-1.4,2
MVE,2020-03-01T06:00:00,0.3,-1.0,2
MVE,2020-03-01T07:00:00,0.0,-0.8,13
MVE,2020-03-01T08:00:00,0.0,0.1,142
MVE,2020-03-01T09:00:00,0.0,1.2,359
MVE,2020-03-01T10:00:00,0.0,2.6,538
MVE,2020-03-01T11:00:00,0.0,2.7,638
MVE,2020-03-01T12:00:00,0.0,3.5,694
MVE,2020-03-01T13:00:00,0.0,4.8,675
MVE,2020-03-01T14:00:00,0.0,4.5,492
MVE,2020-03-01T15:00:00,0.0,4.2,277
MVE,2020-03-01T16:00:00,0.0,3.7,103
MVE,2020-03-01T17:00:00,0.0,3.0,36
MVE,2020-03-01T18:00:00,0.0,1.6,3
MVE,2020-03-01T19:00:00,0.1,0.7,2
MVE,2020-03-01T20:00:00,1.3,-0.2,2
MVE,2020-03-01T21:00:00,0.1,-0.7,2
MVE,2020-03-01T22:00:00,0.0,-0.9,2
MVE,2020-03-01T23:00:00,0.0,-1.5,2
MVE,2020-03-02T00:00:00,0.0,-2.1,2
MVE,2020-03-02T01:00:00,0.0,-1.6,2
MVE,2020-03-02T02:00:00,0.0,-2.8,2
MVE,2020-03-02T03:00:00,0.0,-1.9,2
MVE,2020-03-02T04:00:00,0.0,-0.9,2
MVE,2020-03-02T05:00:00,0.0,-1.2,2
MVE,2020-03-02T06:00:00,0.0,-1.5,2
MVE,2020-03-02T07:00:00,0.0,-1.5,13
MVE,2020-03-02T08:00:00,0.0,0.4,50
MVE,2020-03-02T09:00:00,0.0,1.0,92
MVE,2020-03-02T10:00:00,0.0,1.4,186
MVE,2020-03-02T11:00:00,0.0,1.6,204
MVE,2020-03-02T12:00:00,0.0,1.9,198
MVE,2020-03-02T13:00:00,0.0,1.9,198
MVE,2020-03-02T14:00:00,0.0,2.0,125
MVE,2020-03-02T15:00:00,0.5,0.8,27
MVE,2020-03-02T16:00:00,1.6,-0.2,37
MVE,2020-03-02T17:00:00,0.8,-0.3,20
MVE,2020-03-02T18:00:00,0.5,-0.8,3
MVE,2020-03-02T19:00:00,0.2,-0.9,2
MVE,2020-03-02T20:00:00,0.3,-1.0,2
MVE,2020-03-02T21:00:00,0.7,-1.2,2
MVE,2020-03-02T22:00:00,0.7,-1.3,2
MVE,2020-03-02T23:00:00,0.6,-1.4,2
MVE,2020-03-03T00:00:00,1.1,-1.6,2
MVE,2020-03-03T01:00:00,0.8,-1.7,2
MVE,2020-03-03T02:00:00,0.9,-1.9,2
MVE,2020-03-03T03:00:00,1.5,-2.3,2
MVE,2020-03-03T04:00:00,0.0,-2.9,2
MVE,2020-03-03T05:00:00,0.0,-3.6,2
MVE,2020-03-03T06:00:00,0.0,-5.0,2
MVE,2020-03-03T07:00:00,0.0,-4.8,22
MVE,2020-03-03T08:00:00,0.0,-5.0,185
MVE,2020-03-03T09:00:00,0.0,-3.4,366
MVE,2020-03-03T10:00:00,0.0,-2.7,304
MVE,2020-03-03T11:00:00,0.0,-2.0,670
MVE,2020-03-03T12:00:00,0.0,-1.8,408
MVE,2020-03-03T13:00:00,0.0,-1.5,491
MVE,2020-03-03T14:00:00,0.0,-0.5,530
MVE,2020-03-03T15:00:00,0.0,-0.4,386
MVE,2020-03-03T16:00:00,0.0,-1.2,199
MVE,2020-03-03T17:00:00,0.0,-2.0,87
MVE,2020-03-03T18:00:00,0.0,-2.7,6
MVE,2020-03-03T19:00:00,0.0,-3.1,2
MVE,2020-03-03T20:00:00,0.0,-3.4,2
MVE,2020-03-03T21:00:00,0.0,-4.7,2
MVE,2020-03-03T22:00:00,0.0,-6.2,2
MVE,2020-03-03T23:00:00,0.0,-5.2,2
MVE,2020-03-04T00:00:00,0.0,-4.6,2
MVE,2020-03-04T01:00:00,0.0,-4.3,2
MVE,2020-03-04T02:00:00,0.0,-4.4,2
MVE,2020-03-04T03:00:00,0.0,-4.5,2
MVE,2020-03-04T04:00:00,0.0,-4.2,2
MVE,2020-03-04T05:00:00,0.0,-4.0,2
MVE,2020-03-04T06:00:00,0.0,-4.9,2
MVE,2020-03-04T07:00:00,0.0,-4.9,25
MVE,2020-03-04T08:00:00,0.0,-4.5,230
MVE,2020-03-04T09:00:00,0.0,-2.7,437
MVE,2020-03-04T10:00:00,0.0,-1.8,490
MVE,2020-03-04T11:00:00,0.0,-0.6,679
MVE,2020-03-04T12:00:00,0.0,0.2,864
MVE,2020-03-04T13:00:00,0.0,0.5,433
MVE,2020-03-04T14:00:00,0.0,1.3,431
MVE,2020-03-04T15:00:00,0.0,1.6,434
MVE,2020-03-04T16:00:00,0.0,1.0,208
MVE,2020-03-04T17:00:00,0.0,0.6,55
MVE,2020-03-04T18:00:00,0.0,0.1,5
MVE,2020-03-04T19:00:00,0.0,-0.8,3
MVE,2020-03-04T20:00:00,0.0,-1.2,2
MVE,2020-03-04T21:00:00,0.0,-1.2,2
MVE,2020-03-04T22:00:00,0.0,-1.5,2
MVE,2020-03-04T23:00:00,0.0,-1.4,2
MVE,2020-03-05T00:00:00,0.0,-1.2,2
MVE,2020-03-05T01:00:00,0.0,-0.6,2
MVE,2020-03-05T02:00:00,0.0,-0.4,2
MVE,2020-03-05T03:00:00,0.0,-1.2,2
MVE,2020-03-05T04:00:00,0.1,-2.1,2
MVE,2020-03-05T05:00:00,0.6,-1.7,2
MVE,2020-03-05T06:00:00,1.1,-2.0,2
MVE,2020-03-05T07:00:00,2.1,-1.8,7
MVE,2020-03-05T08:00:00,2.2,-1.3,23
MVE,2020-03-05T09:00:00,1.8,-1.1,58
MVE,2020-03-05T10:00:00,0.9,-1.2,86
MVE,2020-03-05T11:00:00,1.2,-1.4,85
MVE,2020-03-05T12:00:00,1.7,-1.5,99
MVE,2020-03-05T13:00:00,1.6,-1.3,101
MVE,2020-03-05T14:00:00,0.5,-1.1,109
MVE,2020-03-05T15:00:00,0.5,-0.8,52
MVE,2020-03-05T16:00:00,1.0,-1.0,25
MVE,2020-03-05T17:00:00,1.2,-1.1,9
MVE,2020-03-05T18:00:00,2.3,-1.3,3
MVE,2020-03-05T19:00:00,1.3,-1.4,2
MVE,2020-03-05T20:00:00,1.1,-1.5,2
MVE,2020-03-05T21:00:00,0.8,-1.6,2
MVE,2020-03-05T22:00:00,0.6,-1.7,2
MVE,2020-03-05T23:00:00,1.1,-1.8,2
MVE,2020-03-06T00:00:00,1.0,-1.8,2
MVE,2020-03-06T01:00:00,0.1,-1.5,2
MVE,2020-03-06T02:00:00,1.0,-1.5,2
MVE,2020-03-06T03:00:00,0.0,-1.3,2
MVE,2020-03-06T04:00:00,0.1,-1.7,2
MVE,2020-03-06T05:00:00,0.0,-1.3,2
MVE,2020-03-06T06:00:00,0.0,-1.4,3
MVE,2020-03-06T07:00:00,0.0,-1.9,35
MVE,2020-03-06T08:00:00,0.0,-1.6,89
MVE,2020-03-06T09:00:00,0.0,-1.0,371
MVE,2020-03-06T10:00:00,0.0,-1.0,346
MVE,2020-03-06T11:00:00,0.0,-0.4,419
MVE,2020-03-06T12:00:00,0.0,0.4,522
MVE,2020-03-06T13:00:00,0.0,1.2,589
MVE,2020-03-06T14:00:00,0.0,1.3,595
MVE,2020-03-06T15:00:00,0.0,1.0,380
MVE,2020-03-06T16:00:00,0.0,0.9,315
MVE,2020-03-06T17:00:00,0.0,0.0,140
MVE,2020-03-06T18:00:00,0.0,-1.6,10
MVE,2020-03-06T19:00:00,0.0,-2.5,2
MVE,2020-03-06T20:00:00,0.0,-3.1,2
MVE,2020-03-06T21:00:00,0.0,-3.7,2
MVE,2020-03-06T22:00:00,0.0,-2.3,2
MVE,2020-03-06T23:00:00,0.0,-2.8,2
MVE,2020-03-07T00:00:00,0.0,-3.0,2
MVE,2020-03-07T01:00:00,0.0,-3.2,2
MVE,2020-03-07T02:00:00,0.0,-2.8,2
MVE,2020-03-07T03:00:00,0.0,-3.1,2
MVE,2020-03-07T04:00:00,0.0,-3.2,2
MVE,2020-03-07T05:00:00,0.0,-3.3,2
MVE,2020-03-07T06:00:00,0.0,-3.1,2
MVE,2020-03-07T07:00:00,0.0,-2.9,21
MVE,2020-03-07T08:00:00,0.0,-2.6,112
MVE,2020-03-07T09:00:00,0.0,-2.0,404
MVE,2020-03-07T10:00:00,0.0,-0.7,613
MVE,2020-03-07T11:00:00,0.0,-0.4,353
MVE,2020-03-07T12:00:00,0.0,1.2,710
MVE,2020-03-07T13:00:00,0.0,0.7,301
MVE,2020-03-07T14:00:00,0.0,0.8,232
MVE,2020-03-07T15:00:00,0.0,1.3,327
MVE,2020-03-07T16:00:00,0.0,0.9,261
MVE,2020-03-07T17:00:00,0.0,0.2,116
MVE,2020-03-07T18:00:00,0.0,-0.7,10
MVE,2020-03-07T19:00:00,0.0,-1.4,2
MVE,2020-03-07T20:00:00,0.0,-2.2,2
MVE,2020-03-07T21:00:00,0.0,-4.0,2
MVE,2020-03-07T22:00:00,0.0,-4.5,2
MVE,2020-03-07T23:00:00,0.0,-6.0,2
MVE,2020-03-08T00:00:00,0.0,-6.1,2
MVE,2020-03-08T01:00:00,0.0,-6.3,2
MVE,2020-03-08T02:00:00,0.0,-6.1,2
MVE,2020-03-08T03:00:00,0.0,-6.0,2
MVE,2020-03-08T04:00:00,0.0,-6.0,2
MVE,2020-03-08T05:00:00,0.0,-5.8,2
MVE,2020-03-08T06:00:00,0.0,-6.7,4
MVE,2020-03-08T07:00:00,0.0,-6.0,28
MVE,2020-03-08T08:00:00,0.0,-5.0,143
MVE,2020-03-08T09:00:00,0.0,-2.7,286
MVE,2020-03-08T10:00:00,0.0,-1.1,462
MVE,2020-03-08T11:00:00,0.0,0.7,658
MVE,2020-03-08T12:00:00,0.0,1.1,700
MVE,2020-03-08T13:00:00,0.0,2.4,679
MVE,2020-03-08T14:00:00,0.0,4.1,605
MVE,2020-03-08T15:00:00,0.0,3.6,424
MVE,2020-03-08T16:00:00,0.0,3.9,336
MVE,2020-03-08T17:00:00,0.0,3.2,114
MVE,2020-03-08T18:00:00,0.0,1.9,12
MVE,2020-03-08T19:00:00,0.0,0.5,3
MVE,2020-03-08T20:00:00,0.0,1.3,3
MVE,2020-03-08T21:00:00,0.0,1.7,2
MVE,2020-03-08T22:00:00,0.0,0.8,3
MVE,2020-03-08T23:00:00,0.0,0.5,3
MVE,2020-03-09T00:00:00,0.0,0.7,3
MVE,2020-03-09T01:00:00,0.0,1.3,3
MVE,2020-03-09T02:00:00,0.0,1.3,3
MVE,2020-03-09T03:00:00,0.0,0.7,3
MVE,2020-03-09T04:00:00,0.0,-0.4,2
MVE,2020-03-09T05:00:00,0.8,-1.1,2
MVE,2020-03-09T06:00:00,0.8,-1.6,2
MVE,2020-03-09T07:00:00,0.1,-1.3,27
MVE,2020-03-09T08:00:00,0.0,-0.8,97
MVE,2020-03-09T09:00:00,0.0,-0.4,231
MVE,2020-03-09T10:00:00,0.0,0.1,367
MVE,2020-03-09T11:00:00,0.0,1.3,706
MVE,2020-03-09T12:00:00,0.4,1.2,396
MVE,2020-03-09T13:00:00,0.3,0.8,292
MVE,2020-03-09T14:00:00,0.0,1.9,516
MVE,2020-03-09T15:00:00,0.4,0.2,147
MVE,2020-03-09T16:00:00,0.0,0.6,204
MVE,2020-03-09T17:00:00,0.0,-0.2,55
MVE,2020-03-09T18:00:00,0.0,-1.0,8
MVE,2020-03-09T19:00:00,0.0,-1.4,2
MVE,2020-03-09T20:00:00,0.0,-2.4,2
MVE,2020-03-09T21:00:00,0.0,-1.9,2
MVE,2020-03-09T22:00:00,0.0,-1.9,2
MVE,2020-03-09T23:00:00,0.0,-4.0,2
MVE,2020-03-10T00:00:00,0.0,-5.4,2
MVE,2020-03-10T01:00:00,0.0,-5.9,2
MVE,2020-03-10T02:00:00,0.0,-4.9,2
MVE,2020-03-10T03:00:00,0.0,-4.2,2
MVE,2020-03-10T04:00:00,0.0,-3.7,2
MVE,2020-03-10T05:00:00,0.0,-3.0,2
MVE,2020-03-10T06:00:00,0.0,-2.8,2
MVE,2020-03-10T07:00:00,0.6,-2.6,11
